Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Attend.,Arena,Year
"Thu, Dec 21, 2023",8:00p,San Antonio Spurs,95.0,Chicago Bulls,114.0,20697.0,United Center,2024
"Thu, Dec 21, 2023",8:00p,Indiana Pacers,103.0,Memphis Grizzlies,116.0,18160.0,FedEx Forum,2024
"Thu, Dec 21, 2023",8:00p,Orlando Magic,114.0,Milwaukee Bucks,118.0,17928.0,Fiserv Forum,2024
"Thu, Dec 21, 2023",8:00p,Los Angeles Clippers,115.0,Oklahoma City Thunder,134.0,18203.0,Paycom Center,2024
"Thu, Dec 21, 2023",9:00p,Los Angeles Lakers,111.0,Minnesota Timberwolves,118.0,18024.0,Target Center,2024
"Thu, Dec 21, 2023",10:00p,Washington Wizards,118.0,Portland Trail Blazers,117.0,18690.0,Moda Center,2024
"Fri, Dec 22, 2023",7:00p,Toronto Raptors,111.0,Philadelphia 76ers,121.0,20230.0,Wells Fargo Center,2024
"Fri, Dec 22, 2023",7:30p,Denver Nuggets,122.0,Brooklyn Nets,117.0,17732.0,Barclays Center,2024
"Fri, Dec 22, 2023",8:00p,Dallas Mavericks,96.0,Houston Rockets,122.0,18055.0,Toyota Center,2024
"Fri, Dec 22, 2023",8:00p,Atlanta Hawks,113.0,Miami Heat,122.0,20029.0,Kaseya Center,2024
"Fri, Dec 22, 2023",10:00p,Washington Wizards,118.0,Golden State Warriors,129.0,18064.0,Chase Center,2024
"Fri, Dec 22, 2023",10:00p,Phoenix Suns,105.0,Sacramento Kings,120.0,17794.0,Golden 1 Center,2024
"Sat, Dec 23, 2023",12:30p,Milwaukee Bucks,130.0,New York Knicks,111.0,19812.0,Madison Square Garden (IV),2024
"Sat, Dec 23, 2023",3:30p,Boston Celtics,145.0,Los Angeles Clippers,108.0,19370.0,Crypto.com Arena,2024
"Sat, Dec 23, 2023",7:00p,Denver Nuggets,102.0,Charlotte Hornets,95.0,19165.0,Spectrum Center,2024
"Sat, Dec 23, 2023",7:00p,Orlando Magic,117.0,Indiana Pacers,110.0,17274.0,Gainbridge Fieldhouse,2024
"Sat, Dec 23, 2023",7:00p,Houston Rockets,106.0,New Orleans Pelicans,104.0,17399.0,Smoothie King Center,2024
"Sat, Dec 23, 2023",7:30p,Memphis Grizzlies,125.0,Atlanta Hawks,119.0,17632.0,State Farm Arena,2024
"Sat, Dec 23, 2023",7:30p,Detroit Pistons,115.0,Brooklyn Nets,126.0,17732.0,Barclays Center,2024
"Sat, Dec 23, 2023",7:30p,Utah Jazz,126.0,Toronto Raptors,119.0,19420.0,Scotiabank Arena,2024
"Sat, Dec 23, 2023",8:00p,Cleveland Cavaliers,109.0,Chicago Bulls,95.0,19583.0,United Center,2024
"Sat, Dec 23, 2023",8:00p,Los Angeles Lakers,129.0,Oklahoma City Thunder,120.0,18203.0,Paycom Center,2024
"Sat, Dec 23, 2023",8:30p,San Antonio Spurs,119.0,Dallas Mavericks,144.0,20409.0,American Airlines Center,2024
"Sat, Dec 23, 2023",8:30p,Portland Trail Blazers,106.0,Golden State Warriors,126.0,18064.0,Chase Center,2024
"Sat, Dec 23, 2023",10:00p,Minnesota Timberwolves,110.0,Sacramento Kings,98.0,17983.0,Golden 1 Center,2024
"Mon, Dec 25, 2023",12:00p,Milwaukee Bucks,122.0,New York Knicks,129.0,19812.0,Madison Square Garden (IV),2024
"Mon, Dec 25, 2023",2:30p,Golden State Warriors,114.0,Denver Nuggets,120.0,19811.0,Ball Arena,2024
"Mon, Dec 25, 2023",5:00p,Boston Celtics,126.0,Los Angeles Lakers,115.0,18997.0,Crypto.com Arena,2024
"Mon, Dec 25, 2023",8:00p,Philadelphia 76ers,113.0,Miami Heat,119.0,20162.0,Kaseya Center,2024
"Mon, Dec 25, 2023",10:30p,Dallas Mavericks,128.0,Phoenix Suns,114.0,17071.0,Footprint Center,2024
"Tue, Dec 26, 2023",7:00p,Brooklyn Nets,118.0,Detroit Pistons,112.0,19811.0,Little Caesars Arena,2024
"Tue, Dec 26, 2023",7:00p,Orlando Magic,127.0,Washington Wizards,119.0,16293.0,Capital One Arena,2024
"Tue, Dec 26, 2023",8:00p,Atlanta Hawks,113.0,Chicago Bulls,118.0,21420.0,United Center,2024
"Tue, Dec 26, 2023",8:00p,Indiana Pacers,123.0,Houston Rockets,117.0,18055.0,Toyota Center,2024
"Tue, Dec 26, 2023",8:00p,Memphis Grizzlies,116.0,New Orleans Pelicans,115.0,18538.0,Smoothie King Center,2024
"Tue, Dec 26, 2023",8:00p,Minnesota Timberwolves,106.0,Oklahoma City Thunder,129.0,18203.0,Paycom Center,2024
"Tue, Dec 26, 2023",8:00p,Utah Jazz,130.0,San Antonio Spurs,118.0,18579.0,Frost Bank Center,2024
"Tue, Dec 26, 2023",10:00p,Sacramento Kings,113.0,Portland Trail Blazers,130.0,18585.0,Moda Center,2024
"Tue, Dec 26, 2023",10:30p,Charlotte Hornets,104.0,Los Angeles Clippers,113.0,19370.0,Crypto.com Arena,2024
"Wed, Dec 27, 2023",7:00p,Philadelphia 76ers,112.0,Orlando Magic,92.0,19179.0,Amway Center,2024
"Wed, Dec 27, 2023",7:00p,Toronto Raptors,132.0,Washington Wizards,102.0,15437.0,Capital One Arena,2024
"Wed, Dec 27, 2023",7:30p,Milwaukee Bucks,144.0,Brooklyn Nets,122.0,18199.0,Barclays Center,2024
"Wed, Dec 27, 2023",8:00p,Phoenix Suns,129.0,Houston Rockets,113.0,18055.0,Toyota Center,2024
"Wed, Dec 27, 2023",8:00p,New York Knicks,120.0,Oklahoma City Thunder,129.0,18203.0,Paycom Center,2024
"Wed, Dec 27, 2023",8:30p,Cleveland Cavaliers,113.0,Dallas Mavericks,110.0,20377.0,American Airlines Center,2024
"Thu, Dec 28, 2023",7:30p,Detroit Pistons,122.0,Boston Celtics,128.0,19156.0,TD Garden,2024
"Thu, Dec 28, 2023",8:00p,Indiana Pacers,120.0,Chicago Bulls,104.0,21568.0,United Center,2024
"Thu, Dec 28, 2023",8:00p,Dallas Mavericks,110.0,Minnesota Timberwolves,118.0,18024.0,Target Center,2024
"Thu, Dec 28, 2023",8:00p,Utah Jazz,105.0,New Orleans Pelicans,112.0,17753.0,Smoothie King Center,2024
"Thu, Dec 28, 2023",9:00p,Memphis Grizzlies,105.0,Denver Nuggets,142.0,19733.0,Ball Arena,2024
"Thu, Dec 28, 2023",10:00p,Miami Heat,114.0,Golden State Warriors,102.0,18064.0,Chase Center,2024
"Thu, Dec 28, 2023",10:00p,San Antonio Spurs,118.0,Portland Trail Blazers,105.0,19335.0,Moda Center,2024
"Thu, Dec 28, 2023",10:30p,Charlotte Hornets,112.0,Los Angeles Lakers,133.0,18997.0,Crypto.com Arena,2024
"Fri, Dec 29, 2023",7:00p,New York Knicks,108.0,Orlando Magic,117.0,19587.0,Amway Center,2024
"Fri, Dec 29, 2023",7:00p,Brooklyn Nets,104.0,Washington Wizards,110.0,16825.0,Capital One Arena,2024
"Fri, Dec 29, 2023",7:30p,Sacramento Kings,117.0,Atlanta Hawks,110.0,18305.0,State Farm Arena,2024
"Fri, Dec 29, 2023",7:30p,Toronto Raptors,118.0,Boston Celtics,120.0,19156.0,TD Garden,2024
"Fri, Dec 29, 2023",7:30p,Milwaukee Bucks,119.0,Cleveland Cavaliers,111.0,19432.0,Rocket Mortgage Fieldhouse,2024
"Fri, Dec 29, 2023",8:00p,Philadelphia 76ers,131.0,Houston Rockets,127.0,18055.0,Toyota Center,2024
"Fri, Dec 29, 2023",9:00p,Oklahoma City Thunder,119.0,Denver Nuggets,93.0,19808.0,Ball Arena,2024
"Fri, Dec 29, 2023",9:00p,Charlotte Hornets,119.0,Phoenix Suns,133.0,17071.0,Footprint Center,2024
"Fri, Dec 29, 2023",10:00p,San Antonio Spurs,128.0,Portland Trail Blazers,134.0,18861.0,Moda Center,2024
"Fri, Dec 29, 2023",10:30p,Memphis Grizzlies,106.0,Los Angeles Clippers,117.0,19370.0,Crypto.com Arena,2024
"Sat, Dec 30, 2023",5:00p,Miami Heat,109.0,Utah Jazz,117.0,18206.0,Delta Center,2024
"Sat, Dec 30, 2023",6:00p,Toronto Raptors,127.0,Detroit Pistons,129.0,18411.0,Little Caesars Arena,2024
"Sat, Dec 30, 2023",7:00p,New York Knicks,126.0,Indiana Pacers,140.0,17274.0,Gainbridge Fieldhouse,2024
"Sat, Dec 30, 2023",8:00p,Philadelphia 76ers,92.0,Chicago Bulls,105.0,21648.0,United Center,2024
"Sat, Dec 30, 2023",8:00p,Los Angeles Lakers,106.0,Minnesota Timberwolves,108.0,18024.0,Target Center,2024
"Sat, Dec 30, 2023",8:30p,Dallas Mavericks,132.0,Golden State Warriors,122.0,18064.0,Chase Center,2024
"Sun, Dec 31, 2023",3:00p,Atlanta Hawks,130.0,Washington Wizards,126.0,17042.0,Capital One Arena,2024
"Sun, Dec 31, 2023",7:00p,Los Angeles Lakers,109.0,New Orleans Pelicans,129.0,18434.0,Smoothie King Center,2024
"Sun, Dec 31, 2023",7:00p,Brooklyn Nets,108.0,Oklahoma City Thunder,124.0,18203.0,Paycom Center,2024
"Sun, Dec 31, 2023",7:00p,Boston Celtics,134.0,San Antonio Spurs,101.0,18886.0,Frost Bank Center,2024
"Sun, Dec 31, 2023",8:00p,Sacramento Kings,123.0,Memphis Grizzlies,92.0,17794.0,FedEx Forum,2024
"Sun, Dec 31, 2023",8:00p,Orlando Magic,107.0,Phoenix Suns,112.0,17071.0,Footprint Center,2024
"Mon, Jan 1, 2024",3:00p,Minnesota Timberwolves,106.0,New York Knicks,112.0,19812.0,Madison Square Garden (IV),2024
"Mon, Jan 1, 2024",7:30p,Cleveland Cavaliers,121.0,Toronto Raptors,124.0,19800.0,Scotiabank Arena,2024
"Mon, Jan 1, 2024",8:00p,Detroit Pistons,113.0,Houston Rockets,136.0,18055.0,Toyota Center,2024
"Mon, Jan 1, 2024",8:00p,Indiana Pacers,122.0,Milwaukee Bucks,113.0,17922.0,Fiserv Forum,2024
"Mon, Jan 1, 2024",9:00p,Charlotte Hornets,93.0,Denver Nuggets,111.0,19625.0,Ball Arena,2024
"Mon, Jan 1, 2024",9:00p,Portland Trail Blazers,88.0,Phoenix Suns,109.0,17071.0,Footprint Center,2024
"Mon, Jan 1, 2024",9:00p,Dallas Mavericks,90.0,Utah Jazz,127.0,18206.0,Delta Center,2024
"Mon, Jan 1, 2024",10:30p,Miami Heat,104.0,Los Angeles Clippers,121.0,19370.0,Crypto.com Arena,2024
"Tue, Jan 2, 2024",7:00p,Chicago Bulls,97.0,Philadelphia 76ers,110.0,19772.0,Wells Fargo Center,2024
"Tue, Jan 2, 2024",8:00p,San Antonio Spurs,98.0,Memphis Grizzlies,106.0,17794.0,FedEx Forum,2024
"Tue, Jan 2, 2024",8:00p,Brooklyn Nets,85.0,New Orleans Pelicans,112.0,16253.0,Smoothie King Center,2024
"Tue, Jan 2, 2024",8:00p,Boston Celtics,123.0,Oklahoma City Thunder,127.0,18203.0,Paycom Center,2024
"Tue, Jan 2, 2024",10:00p,Orlando Magic,115.0,Golden State Warriors,121.0,18064.0,Chase Center,2024
"Tue, Jan 2, 2024",10:00p,Charlotte Hornets,111.0,Sacramento Kings,104.0,17832.0,Golden 1 Center,2024
"Wed, Jan 3, 2024",7:00p,Washington Wizards,101.0,Cleveland Cavaliers,140.0,19432.0,Rocket Mortgage Fieldhouse,2024
"Wed, Jan 3, 2024",7:00p,Milwaukee Bucks,130.0,Indiana Pacers,142.0,17274.0,Gainbridge Fieldhouse,2024
"Wed, Jan 3, 2024",7:30p,Oklahoma City Thunder,138.0,Atlanta Hawks,141.0,17770.0,State Farm Arena,2024
"Wed, Jan 3, 2024",8:00p,Brooklyn Nets,101.0,Houston Rockets,112.0,16563.0,Toyota Center,2024
"Wed, Jan 3, 2024",8:00p,Toronto Raptors,116.0,Memphis Grizzlies,111.0,16385.0,FedEx Forum,2024
"Wed, Jan 3, 2024",8:00p,New Orleans Pelicans,117.0,Minnesota Timberwolves,106.0,18024.0,Target Center,2024
"Wed, Jan 3, 2024",8:30p,Portland Trail Blazers,97.0,Dallas Mavericks,126.0,20077.0,American Airlines Center,2024
"Wed, Jan 3, 2024",8:30p,Chicago Bulls,100.0,New York Knicks,116.0,19812.0,Madison Square Garden (IV),2024
"Wed, Jan 3, 2024",9:00p,Los Angeles Clippers,131.0,Phoenix Suns,122.0,17071.0,Footprint Center,2024
"Wed, Jan 3, 2024",9:00p,Detroit Pistons,148.0,Utah Jazz,154.0,18206.0,Delta Center,2024
"Wed, Jan 3, 2024",10:00p,Miami Heat,110.0,Los Angeles Lakers,96.0,18997.0,Crypto.com Arena,2024
"Wed, Jan 3, 2024",10:00p,Orlando Magic,135.0,Sacramento Kings,138.0,17832.0,Golden 1 Center,2024
"Thu, Jan 4, 2024",7:30p,Milwaukee Bucks,125.0,San Antonio Spurs,121.0,19082.0,Frost Bank Center,2024
"Thu, Jan 4, 2024",10:00p,Denver Nuggets,130.0,Golden State Warriors,127.0,18064.0,Chase Center,2024
"Fri, Jan 5, 2024",7:00p,Utah Jazz,97.0,Boston Celtics,126.0,19156.0,TD Garden,2024
"Fri, Jan 5, 2024",7:00p,Atlanta Hawks,116.0,Indiana Pacers,150.0,17274.0,Gainbridge Fieldhouse,2024
"Fri, Jan 5, 2024",7:30p,Oklahoma City Thunder,115.0,Brooklyn Nets,124.0,18147.0,Barclays Center,2024
"Fri, Jan 5, 2024",7:30p,Washington Wizards,90.0,Cleveland Cavaliers,114.0,19432.0,Rocket Mortgage Fieldhouse,2024
"Fri, Jan 5, 2024",7:30p,New York Knicks,128.0,Philadelphia 76ers,92.0,20461.0,Wells Fargo Center,2024
"Fri, Jan 5, 2024",8:00p,Charlotte Hornets,91.0,Chicago Bulls,104.0,21345.0,United Center,2024
"Fri, Jan 5, 2024",8:00p,Minnesota Timberwolves,122.0,Houston Rockets,95.0,18055.0,Toyota Center,2024
"Fri, Jan 5, 2024",8:00p,Los Angeles Clippers,111.0,New Orleans Pelicans,95.0,18329.0,Smoothie King Center,2024
"Fri, Jan 5, 2024",8:30p,Portland Trail Blazers,103.0,Dallas Mavericks,139.0,20162.0,American Airlines Center,2024
"Fri, Jan 5, 2024",9:00p,Orlando Magic,122.0,Denver Nuggets,120.0,19659.0,Ball Arena,2024
"Fri, Jan 5, 2024",9:00p,Miami Heat,97.0,Phoenix Suns,113.0,17071.0,Footprint Center,2024
"Fri, Jan 5, 2024",10:00p,Detroit Pistons,109.0,Golden State Warriors,113.0,18064.0,Chase Center,2024
"Fri, Jan 5, 2024",10:00p,Memphis Grizzlies,127.0,Los Angeles Lakers,113.0,18997.0,Crypto.com Arena,2024
"Fri, Jan 5, 2024",10:00p,Toronto Raptors,130.0,Sacramento Kings,135.0,17941.0,Golden 1 Center,2024
"Sat, Jan 6, 2024",7:00p,Boston Celtics,118.0,Indiana Pacers,101.0,17274.0,Gainbridge Fieldhouse,2024
"Sat, Jan 6, 2024",7:00p,New York Knicks,121.0,Washington Wizards,105.0,20333.0,Capital One Arena,2024
"Sat, Jan 6, 2024",7:30p,Utah Jazz,120.0,Philadelphia 76ers,109.0,20278.0,Wells Fargo Center,2024
"Sat, Jan 6, 2024",8:00p,Milwaukee Bucks,108.0,Houston Rockets,112.0,18055.0,Toyota Center,2024
"Sun, Jan 7, 2024",1:00p,San Antonio Spurs,115.0,Cleveland Cavaliers,117.0,19432.0,Rocket Mortgage Fieldhouse,2024
"Sun, Jan 7, 2024",3:00p,Portland Trail Blazers,134.0,Brooklyn Nets,127.0,17732.0,Barclays Center,2024
"Sun, Jan 7, 2024",6:00p,Atlanta Hawks,110.0,Orlando Magic,117.0,19349.0,Amway Center,2024
"Sun, Jan 7, 2024",6:00p,New Orleans Pelicans,133.0,Sacramento Kings,100.0,17832.0,Golden 1 Center,2024
"Sun, Jan 7, 2024",7:30p,Minnesota Timberwolves,108.0,Dallas Mavericks,115.0,20111.0,American Airlines Center,2024
"Sun, Jan 7, 2024",8:00p,Detroit Pistons,114.0,Denver Nuggets,131.0,19623.0,Ball Arena,2024
"Sun, Jan 7, 2024",8:00p,Memphis Grizzlies,121.0,Phoenix Suns,115.0,17071.0,Footprint Center,2024
"Sun, Jan 7, 2024",8:30p,Toronto Raptors,133.0,Golden State Warriors,118.0,18064.0,Chase Center,2024
"Sun, Jan 7, 2024",9:30p,Los Angeles Clippers,103.0,Los Angeles Lakers,106.0,18997.0,Crypto.com Arena,2024
"Mon, Jan 8, 2024",7:00p,Chicago Bulls,119.0,Charlotte Hornets,112.0,14418.0,Spectrum Center,2024
"Mon, Jan 8, 2024",7:00p,Boston Celtics,131.0,Indiana Pacers,133.0,16009.0,Gainbridge Fieldhouse,2024
"Mon, Jan 8, 2024",7:00p,Oklahoma City Thunder,136.0,Washington Wizards,128.0,15297.0,Capital One Arena,2024
"Mon, Jan 8, 2024",7:30p,Houston Rockets,113.0,Miami Heat,120.0,19694.0,Kaseya Center,2024
"Mon, Jan 8, 2024",8:00p,Utah Jazz,132.0,Milwaukee Bucks,116.0,17341.0,Fiserv Forum,2024
"Mon, Jan 8, 2024",10:30p,Phoenix Suns,111.0,Los Angeles Clippers,138.0,19370.0,Crypto.com Arena,2024
"Tue, Jan 9, 2024",7:00p,Sacramento Kings,131.0,Detroit Pistons,110.0,13992.0,Little Caesars Arena,2024
"Tue, Jan 9, 2024",7:00p,Minnesota Timberwolves,113.0,Orlando Magic,92.0,19223.0,Amway Center,2024
"Tue, Jan 9, 2024",7:30p,Portland Trail Blazers,84.0,New York Knicks,112.0,19812.0,Madison Square Garden (IV),2024
"Tue, Jan 9, 2024",8:30p,Memphis Grizzlies,120.0,Dallas Mavericks,103.0,20116.0,American Airlines Center,2024
"Tue, Jan 9, 2024",10:30p,Toronto Raptors,131.0,Los Angeles Lakers,132.0,18997.0,Crypto.com Arena,2024
"Wed, Jan 10, 2024",7:00p,Minnesota Timberwolves,120.0,Boston Celtics,127.0,19156.0,TD Garden,2024
"Wed, Jan 10, 2024",7:00p,Sacramento Kings,123.0,Charlotte Hornets,98.0,14173.0,Spectrum Center,2024
"Wed, Jan 10, 2024",7:00p,San Antonio Spurs,130.0,Detroit Pistons,108.0,17833.0,Little Caesars Arena,2024
"Wed, Jan 10, 2024",7:00p,Washington Wizards,104.0,Indiana Pacers,112.0,15721.0,Gainbridge Fieldhouse,2024
"Wed, Jan 10, 2024",7:30p,Philadelphia 76ers,132.0,Atlanta Hawks,139.0,16089.0,State Farm Arena,2024
"Wed, Jan 10, 2024",7:30p,Oklahoma City Thunder,128.0,Miami Heat,120.0,19636.0,Kaseya Center,2024
"Wed, Jan 10, 2024",8:00p,Houston Rockets,119.0,Chicago Bulls,124.0,21149.0,United Center,2024
"Wed, Jan 10, 2024",8:30p,New Orleans Pelicans,141.0,Golden State Warriors,105.0,18064.0,Chase Center,2024
"Wed, Jan 10, 2024",10:00p,Denver Nuggets,111.0,Utah Jazz,124.0,18206.0,Delta Center,2024
"Wed, Jan 10, 2024",10:30p,Toronto Raptors,120.0,Los Angeles Clippers,126.0,19370.0,Crypto.com Arena,2024
"Thu, Jan 11, 2024",2:00p,Brooklyn Nets,102.0,Cleveland Cavaliers,111.0,15887.0,AccorHotels Arena,2024
"Thu, Jan 11, 2024",7:30p,Boston Celtics,102.0,Milwaukee Bucks,135.0,17781.0,Fiserv Forum,2024
"Thu, Jan 11, 2024",8:00p,Portland Trail Blazers,77.0,Oklahoma City Thunder,139.0,15828.0,Paycom Center,2024
"Thu, Jan 11, 2024",8:30p,New York Knicks,124.0,Dallas Mavericks,128.0,20040.0,American Airlines Center,2024
"Thu, Jan 11, 2024",10:00p,Phoenix Suns,127.0,Los Angeles Lakers,109.0,18416.0,Crypto.com Arena,2024
"Fri, Jan 12, 2024",7:30p,Indiana Pacers,126.0,Atlanta Hawks,108.0,15596.0,State Farm Arena,2024
"Fri, Jan 12, 2024",7:30p,Houston Rockets,112.0,Detroit Pistons,110.0,13987.0,Little Caesars Arena,2024
"Fri, Jan 12, 2024",7:30p,Sacramento Kings,93.0,Philadelphia 76ers,112.0,19766.0,Wells Fargo Center,2024
"Fri, Jan 12, 2024",8:00p,Golden State Warriors,140.0,Chicago Bulls,131.0,21153.0,United Center,2024
"Fri, Jan 12, 2024",8:00p,Los Angeles Clippers,128.0,Memphis Grizzlies,119.0,16617.0,FedEx Forum,2024
"Fri, Jan 12, 2024",8:00p,Orlando Magic,96.0,Miami Heat,99.0,19650.0,Kaseya Center,2024
"Fri, Jan 12, 2024",8:00p,Portland Trail Blazers,93.0,Minnesota Timberwolves,116.0,18024.0,Target Center,2024
"Fri, Jan 12, 2024",8:00p,Charlotte Hornets,99.0,San Antonio Spurs,135.0,18073.0,Frost Bank Center,2024
"Fri, Jan 12, 2024",9:30p,Toronto Raptors,113.0,Utah Jazz,145.0,18206.0,Delta Center,2024
"Fri, Jan 12, 2024",10:00p,New Orleans Pelicans,113.0,Denver Nuggets,125.0,19638.0,Ball Arena,2024
"Sat, Jan 13, 2024",7:00p,Houston Rockets,113.0,Boston Celtics,145.0,19156.0,TD Garden,2024
"Sat, Jan 13, 2024",7:30p,Washington Wizards,127.0,Atlanta Hawks,99.0,17108.0,State Farm Arena,2024
"Sat, Jan 13, 2024",8:00p,New York Knicks,106.0,Memphis Grizzlies,94.0,16598.0,FedEx Forum,2024
"Sat, Jan 13, 2024",8:00p,Golden State Warriors,118.0,Milwaukee Bucks,129.0,18009.0,Fiserv Forum,2024
"Sat, Jan 13, 2024",8:00p,Orlando Magic,100.0,Oklahoma City Thunder,112.0,18203.0,Paycom Center,2024
"Sat, Jan 13, 2024",8:30p,New Orleans Pelicans,118.0,Dallas Mavericks,108.0,20155.0,American Airlines Center,2024
"Sat, Jan 13, 2024",8:30p,Chicago Bulls,122.0,San Antonio Spurs,116.0,18354.0,Frost Bank Center,2024
"Sat, Jan 13, 2024",9:30p,Los Angeles Lakers,125.0,Utah Jazz,132.0,18206.0,Delta Center,2024
"Sun, Jan 14, 2024",3:30p,Indiana Pacers,109.0,Denver Nuggets,117.0,19631.0,Ball Arena,2024
"Sun, Jan 14, 2024",6:00p,Charlotte Hornets,87.0,Miami Heat,104.0,19831.0,Kaseya Center,2024
"Sun, Jan 14, 2024",7:00p,Sacramento Kings,142.0,Milwaukee Bucks,143.0,17612.0,Fiserv Forum,2024
"Sun, Jan 14, 2024",7:00p,Los Angeles Clippers,105.0,Minnesota Timberwolves,109.0,18024.0,Target Center,2024
"Sun, Jan 14, 2024",9:00p,Phoenix Suns,127.0,Portland Trail Blazers,116.0,18071.0,Moda Center,2024
"Mon, Jan 15, 2024",1:00p,Houston Rockets,115.0,Philadelphia 76ers,124.0,20822.0,Wells Fargo Center,2024
"Mon, Jan 15, 2024",2:30p,New Orleans Pelicans,120.0,Dallas Mavericks,125.0,20010.0,American Airlines Center,2024
"Mon, Jan 15, 2024",3:00p,Orlando Magic,98.0,New York Knicks,94.0,19812.0,Madison Square Garden (IV),2024
"Mon, Jan 15, 2024",3:00p,Detroit Pistons,129.0,Washington Wizards,117.0,15156.0,Capital One Arena,2024
"Mon, Jan 15, 2024",3:30p,San Antonio Spurs,99.0,Atlanta Hawks,109.0,17447.0,State Farm Arena,2024
"Mon, Jan 15, 2024",6:00p,Golden State Warriors,107.0,Memphis Grizzlies,116.0,16612.0,FedEx Forum,2024
"Mon, Jan 15, 2024",7:00p,Chicago Bulls,91.0,Cleveland Cavaliers,109.0,19432.0,Rocket Mortgage Fieldhouse,2024
"Mon, Jan 15, 2024",7:30p,Miami Heat,96.0,Brooklyn Nets,95.0,17893.0,Barclays Center,2024
"Mon, Jan 15, 2024",7:30p,Boston Celtics,105.0,Toronto Raptors,96.0,19278.0,Scotiabank Arena,2024
"Mon, Jan 15, 2024",9:00p,Indiana Pacers,105.0,Utah Jazz,132.0,18206.0,Delta Center,2024
"Mon, Jan 15, 2024",10:30p,Oklahoma City Thunder,105.0,Los Angeles Lakers,112.0,18997.0,Crypto.com Arena,2024
"Tue, Jan 16, 2024",7:30p,Denver Nuggets,121.0,Philadelphia 76ers,126.0,19775.0,Wells Fargo Center,2024
"Tue, Jan 16, 2024",9:00p,Sacramento Kings,117.0,Phoenix Suns,119.0,17071.0,Footprint Center,2024
"Tue, Jan 16, 2024",10:00p,Oklahoma City Thunder,117.0,Los Angeles Clippers,128.0,19370.0,Crypto.com Arena,2024
"Wed, Jan 17, 2024",7:00p,Minnesota Timberwolves,124.0,Detroit Pistons,117.0,16022.0,Little Caesars Arena,2024
"Wed, Jan 17, 2024",7:30p,Orlando Magic,104.0,Atlanta Hawks,106.0,14541.0,State Farm Arena,2024
"Wed, Jan 17, 2024",7:30p,San Antonio Spurs,98.0,Boston Celtics,117.0,19156.0,TD Garden,2024
"Wed, Jan 17, 2024",7:30p,Milwaukee Bucks,95.0,Cleveland Cavaliers,135.0,19432.0,Rocket Mortgage Fieldhouse,2024
"Wed, Jan 17, 2024",7:30p,Houston Rockets,94.0,New York Knicks,109.0,19439.0,Madison Square Garden (IV),2024
"Wed, Jan 17, 2024",7:30p,Miami Heat,97.0,Toronto Raptors,121.0,19631.0,Scotiabank Arena,2024
"Wed, Jan 17, 2024",8:00p,Charlotte Hornets,112.0,New Orleans Pelicans,132.0,16093.0,Smoothie King Center,2024
"Wed, Jan 17, 2024",8:30p,Dallas Mavericks,110.0,Los Angeles Lakers,127.0,18338.0,Crypto.com Arena,2024
"Wed, Jan 17, 2024",10:00p,Brooklyn Nets,103.0,Portland Trail Blazers,105.0,17021.0,Moda Center,2024
"Thu, Jan 18, 2024",7:30p,Washington Wizards,109.0,New York Knicks,113.0,19466.0,Madison Square Garden (IV),2024
"Thu, Jan 18, 2024",7:30p,Chicago Bulls,116.0,Toronto Raptors,110.0,19312.0,Scotiabank Arena,2024
"Thu, Jan 18, 2024",9:00p,Oklahoma City Thunder,134.0,Utah Jazz,129.0,18206.0,Delta Center,2024
"Thu, Jan 18, 2024",10:00p,Memphis Grizzlies,103.0,Minnesota Timberwolves,118.0,18024.0,Target Center,2024
"Thu, Jan 18, 2024",10:00p,Indiana Pacers,126.0,Sacramento Kings,121.0,17832.0,Golden 1 Center,2024
"Fri, Jan 19, 2024",7:00p,San Antonio Spurs,120.0,Charlotte Hornets,124.0,19093.0,Spectrum Center,2024
"Fri, Jan 19, 2024",7:00p,Philadelphia 76ers,124.0,Orlando Magic,109.0,19063.0,Amway Center,2024
"Fri, Jan 19, 2024",7:30p,Denver Nuggets,102.0,Boston Celtics,100.0,19156.0,TD Garden,2024
"Fri, Jan 19, 2024",8:00p,Atlanta Hawks,109.0,Miami Heat,108.0,20040.0,Kaseya Center,2024
"Fri, Jan 19, 2024",8:00p,Phoenix Suns,123.0,New Orleans Pelicans,109.0,18686.0,Smoothie King Center,2024
"Fri, Jan 19, 2024",10:00p,Indiana Pacers,115.0,Portland Trail Blazers,118.0,18595.0,Moda Center,2024
"Fri, Jan 19, 2024",10:30p,Brooklyn Nets,130.0,Los Angeles Lakers,112.0,18997.0,Crypto.com Arena,2024
"Sat, Jan 20, 2024",3:00p,Milwaukee Bucks,141.0,Detroit Pistons,135.0,19996.0,Little Caesars Arena,2024
"Sat, Jan 20, 2024",7:00p,Philadelphia 76ers,97.0,Charlotte Hornets,89.0,18261.0,Spectrum Center,2024
"Sat, Jan 20, 2024",7:00p,San Antonio Spurs,131.0,Washington Wizards,127.0,17922.0,Capital One Arena,2024
"Sat, Jan 20, 2024",7:30p,Cleveland Cavaliers,116.0,Atlanta Hawks,95.0,17047.0,State Farm Arena,2024
"Sat, Jan 20, 2024",7:30p,Toronto Raptors,100.0,New York Knicks,126.0,19812.0,Madison Square Garden (IV),2024
