Date,Visitor,G,Home,G.1,Att.,LOG,Year
2023-11-11,Columbus Blue Jackets,4.0,Detroit Red Wings,5.0,19156.0,2:27,2024
2023-11-11,Philadelphia Flyers,4.0,Los Angeles Kings,2.0,18145.0,2:25,2024
2023-11-11,Boston Bruins,2.0,Montréal Canadiens,3.0,21105.0,2:28,2024
2023-11-11,Arizona Coyotes,7.0,Nashville Predators,5.0,17303.0,2:24,2024
2023-11-11,Washington Capitals,4.0,New York Islanders,1.0,16519.0,2:20,2024
2023-11-11,Calgary Flames,1.0,Ottawa Senators,4.0,18874.0,2:26,2024
2023-11-11,Buffalo Sabres,0.0,Pittsburgh Penguins,4.0,18429.0,2:16,2024
2023-11-11,Edmonton Oilers,4.0,Seattle Kraken,1.0,17151.0,2:31,2024
2023-11-11,Carolina Hurricanes,4.0,Tampa Bay Lightning,0.0,19092.0,2:28,2024
2023-11-11,Vancouver Canucks,2.0,Toronto Maple Leafs,5.0,19107.0,2:26,2024
2023-11-11,Dallas Stars,3.0,Winnipeg Jets,2.0,12420.0,2:28,2024
2023-11-12,San Jose Sharks,1.0,Anaheim Ducks,4.0,16471.0,2:29,2024
2023-11-12,Chicago Blackhawks,3.0,Florida Panthers,4.0,19359.0,2:26,2024
2023-11-12,Dallas Stars,8.0,Minnesota Wild,3.0,18509.0,2:33,2024
2023-11-12,Vancouver Canucks,5.0,Montréal Canadiens,2.0,21105.0,2:19,2024
2023-11-12,Columbus Blue Jackets,3.0,New York Rangers,4.0,18006.0,2:55,2024
2023-11-13,New York Islanders,1.0,Edmonton Oilers,4.0,17881.0,2:40,2024
2023-11-13,Colorado Avalanche,5.0,Seattle Kraken,1.0,17151.0,2:37,2024
2023-11-14,Boston Bruins,5.0,Buffalo Sabres,2.0,14840.0,2:21,2024
2023-11-14,Pittsburgh Penguins,5.0,Columbus Blue Jackets,3.0,16596.0,2:23,2024
2023-11-14,Arizona Coyotes,3.0,Dallas Stars,4.0,18532.0,2:31,2024
2023-11-14,Calgary Flames,2.0,Montréal Canadiens,1.0,21105.0,2:29,2024
2023-11-14,Anaheim Ducks,3.0,Nashville Predators,2.0,17159.0,2:30,2024
2023-11-14,Florida Panthers,5.0,San Jose Sharks,3.0,10108.0,2:35,2024
2023-11-14,Tampa Bay Lightning,0.0,St Louis Blues,5.0,17621.0,2:25,2024
2023-11-14,New Jersey Devils,3.0,Winnipeg Jets,6.0,11717.0,2:29,2024
2023-11-14,Vegas Golden Knights,0.0,Washington Capitals,3.0,16598.0,2:34,2024
2023-11-15,Philadelphia Flyers,3.0,Carolina Hurricanes,1.0,18700.0,2:32,2024
2023-11-15,Anaheim Ducks,2.0,Colorado Avalanche,8.0,18029.0,2:32,2024
2023-11-15,Seattle Kraken,3.0,Edmonton Oilers,4.0,18347.0,2:40,2024
2023-11-15,New York Islanders,3.0,Vancouver Canucks,4.0,18972.0,2:42,2024
2023-11-16,Arizona Coyotes,3.0,Columbus Blue Jackets,2.0,15909.0,2:28,2024
2023-11-16,Vancouver Canucks,2.0,Calgary Flames,5.0,17501.0,2:33,2024
2023-11-16,Tampa Bay Lightning,4.0,Chicago Blackhawks,2.0,18691.0,2:34,2024
2023-11-16,Florida Panthers,1.0,Los Angeles Kings,2.0,17243.0,2:29,2024
2023-11-16,Vegas Golden Knights,6.0,Montréal Canadiens,5.0,21105.0,2:39,2024
2023-11-16,Detroit Red Wings,4.0,Ottawa Senators,5.0,12487.0,2:48,2024
2023-11-16,New Jersey Devils,5.0,Pittsburgh Penguins,2.0,18321.0,2:24,2024
2023-11-16,New York Islanders,3.0,Seattle Kraken,4.0,17151.0,2:46,2024
2023-11-16,St Louis Blues,1.0,San Jose Sharks,5.0,10452.0,2:31,2024
2023-11-17,Florida Panthers,2.0,Anaheim Ducks,1.0,14932.0,2:42,2024
2023-11-17,Toronto Maple Leafs,3.0,Detroit Red Wings,2.0,13510.0,2:40,2024
2023-11-17,Buffalo Sabres,2.0,Winnipeg Jets,3.0,11340.0,2:21,2024
2023-11-18,Montréal Canadiens,2.0,Boston Bruins,5.0,17850.0,2:29,2024
2023-11-18,Pittsburgh Penguins,2.0,Carolina Hurricanes,4.0,18700.0,2:32,2024
2023-11-18,New York Islanders,5.0,Calgary Flames,4.0,17167.0,2:36,2024
2023-11-18,Colorado Avalanche,6.0,Dallas Stars,3.0,18532.0,2:28,2024
2023-11-18,St Louis Blues,1.0,Los Angeles Kings,5.0,18145.0,2:18,2024
2023-11-18,New York Rangers,5.0,New Jersey Devils,3.0,17086.0,2:32,2024
2023-11-18,Chicago Blackhawks,2.0,Nashville Predators,4.0,17397.0,2:27,2024
2023-11-18,Minnesota Wild,1.0,Ottawa Senators,2.0,13213.0,2:38,2024
2023-11-18,Vegas Golden Knights,3.0,Philadelphia Flyers,4.0,18113.0,2:35,2024
2023-11-18,Edmonton Oilers,4.0,Tampa Bay Lightning,6.0,19092.0,2:33,2024
2023-11-18,Seattle Kraken,4.0,Vancouver Canucks,3.0,18857.0,2:28,2024
2023-11-18,Arizona Coyotes,2.0,Winnipeg Jets,5.0,12103.0,2:29,2024
2023-11-18,Columbus Blue Jackets,3.0,Washington Capitals,4.0,18573.0,2:37,2024
2023-11-19,St Louis Blues,3.0,Anaheim Ducks,1.0,15243.0,2:24,2024
2023-11-19,Buffalo Sabres,3.0,Chicago Blackhawks,2.0,19027.0,2:21,2024
2023-11-19,Toronto Maple Leafs,4.0,Minnesota Wild,3.0,13356.0,2:38,2024
2023-11-19,Columbus Blue Jackets,2.0,Philadelphia Flyers,5.0,17416.0,2:36,2024
2023-11-19,Vegas Golden Knights,0.0,Pittsburgh Penguins,3.0,18120.0,2:30,2024
2023-11-20,Los Angeles Kings,4.0,Arizona Coyotes,1.0,4600.0,2:27,2024
2023-11-20,New York Rangers,3.0,Dallas Stars,6.0,18532.0,2:33,2024
2023-11-20,Edmonton Oilers,3.0,Florida Panthers,5.0,19628.0,2:43,2024
2023-11-20,Colorado Avalanche,3.0,Nashville Predators,4.0,17159.0,2:22,2024
2023-11-20,Calgary Flames,4.0,Seattle Kraken,3.0,17151.0,2:33,2024
2023-11-20,Boston Bruins,4.0,Tampa Bay Lightning,5.0,19092.0,2:42,2024
2023-11-20,San Jose Sharks,1.0,Vancouver Canucks,3.0,18718.0,2:26,2024
2023-11-22,Montréal Canadiens,4.0,Anaheim Ducks,3.0,15168.0,2:31,2024
2023-11-22,St Louis Blues,6.0,Arizona Coyotes,5.0,4600.0,2:33,2024
2023-11-22,Edmonton Oilers,3.0,Carolina Hurricanes,6.0,18805.0,2:34,2024
2023-11-22,Chicago Blackhawks,3.0,Columbus Blue Jackets,7.0,18158.0,2:21,2024
2023-11-22,Vancouver Canucks,2.0,Colorado Avalanche,5.0,18133.0,2:32,2024
2023-11-22,Vegas Golden Knights,2.0,Dallas Stars,1.0,18532.0,2:31,2024
2023-11-22,New Jersey Devils,0.0,Detroit Red Wings,4.0,19515.0,2:17,2024
2023-11-22,Boston Bruins,3.0,Florida Panthers,1.0,19327.0,2:28,2024
2023-11-22,Calgary Flames,2.0,Nashville Predators,4.0,17252.0,2:38,2024
2023-11-22,Philadelphia Flyers,2.0,New York Islanders,3.0,17255.0,2:30,2024
2023-11-22,New York Rangers,1.0,Pittsburgh Penguins,0.0,18250.0,2:31,2024
2023-11-22,San Jose Sharks,1.0,Seattle Kraken,7.0,17151.0,2:25,2024
2023-11-22,Winnipeg Jets,3.0,Tampa Bay Lightning,2.0,19092.0,2:24,2024
2023-11-22,Buffalo Sabres,3.0,Washington Capitals,4.0,18573.0,2:29,2024
2023-11-24,Los Angeles Kings,5.0,Anaheim Ducks,2.0,17205.0,2:33,2024
2023-11-24,Detroit Red Wings,5.0,Boston Bruins,2.0,17850.0,2:35,2024
2023-11-24,Pittsburgh Penguins,2.0,Buffalo Sabres,3.0,19070.0,2:29,2024
2023-11-24,Tampa Bay Lightning,8.0,Carolina Hurricanes,2.0,18802.0,2:34,2024
2023-11-24,Toronto Maple Leafs,3.0,Chicago Blackhawks,4.0,20238.0,2:32,2024
2023-11-24,Calgary Flames,7.0,Dallas Stars,4.0,18532.0,2:20,2024
2023-11-24,Winnipeg Jets,3.0,Florida Panthers,0.0,18801.0,2:30,2024
2023-11-24,Colorado Avalanche,3.0,Minnesota Wild,2.0,19057.0,2:23,2024
2023-11-24,Columbus Blue Jackets,2.0,New Jersey Devils,1.0,16514.0,2:22,2024
2023-11-24,New York Islanders,5.0,Ottawa Senators,3.0,17693.0,2:30,2024
2023-11-24,New York Rangers,3.0,Philadelphia Flyers,1.0,19032.0,2:31,2024
2023-11-24,Vancouver Canucks,5.0,Seattle Kraken,1.0,17151.0,2:31,2024
2023-11-24,Montréal Canadiens,3.0,San Jose Sharks,2.0,16897.0,2:35,2024
2023-11-24,Nashville Predators,8.0,St Louis Blues,3.0,18096.0,2:26,2024
2023-11-24,Edmonton Oilers,5.0,Washington Capitals,0.0,18573.0,2:31,2024
2023-11-25,Calgary Flames,1.0,Colorado Avalanche,3.0,18139.0,2:30,2024
2023-11-25,Montréal Canadiens,0.0,Los Angeles Kings,4.0,18145.0,2:24,2024
2023-11-25,Buffalo Sabres,2.0,New Jersey Devils,7.0,16514.0,2:24,2024
2023-11-25,Philadelphia Flyers,1.0,New York Islanders,0.0,17255.0,2:41,2024
2023-11-25,Boston Bruins,4.0,New York Rangers,7.0,18006.0,2:41,2024
2023-11-25,Toronto Maple Leafs,2.0,Pittsburgh Penguins,3.0,18229.0,2:27,2024
2023-11-25,Vancouver Canucks,3.0,San Jose Sharks,4.0,15538.0,2:36,2024
2023-11-25,Arizona Coyotes,2.0,Vegas Golden Knights,0.0,18591.0,2:26,2024
2023-11-26,Columbus Blue Jackets,2.0,Carolina Hurricanes,3.0,18700.0,2:22,2024
2023-11-26,St Louis Blues,4.0,Chicago Blackhawks,2.0,18223.0,2:23,2024
2023-11-26,Minnesota Wild,1.0,Detroit Red Wings,4.0,18833.0,2:31,2024
2023-11-26,Anaheim Ducks,2.0,Edmonton Oilers,8.0,17781.0,2:28,2024
2023-11-26,Winnipeg Jets,2.0,Nashville Predators,3.0,17159.0,2:33,2024
2023-11-27,Boston Bruins,2.0,Columbus Blue Jackets,5.0,14357.0,2:30,2024
2023-11-27,Vegas Golden Knights,1.0,Calgary Flames,2.0,17031.0,2:34,2024
2023-11-27,Tampa Bay Lightning,1.0,Colorado Avalanche,4.0,18009.0,2:34,2024
2023-11-27,Buffalo Sabres,5.0,New York Rangers,1.0,18006.0,2:21,2024
2023-11-27,Florida Panthers,5.0,Ottawa Senators,0.0,15594.0,2:44,2024
2023-11-27,Washington Capitals,1.0,San Jose Sharks,2.0,10759.0,2:31,2024
2023-11-28,Tampa Bay Lightning,1.0,Arizona Coyotes,3.0,4600.0,2:20,2024
2023-11-28,Seattle Kraken,3.0,Chicago Blackhawks,4.0,17070.0,2:34,2024
2023-11-28,Vegas Golden Knights,4.0,Edmonton Oilers,5.0,18098.0,2:37,2024
2023-11-28,St Louis Blues,1.0,Minnesota Wild,3.0,17563.0,2:23,2024
2023-11-28,New York Islanders,4.0,New Jersey Devils,5.0,16091.0,2:26,2024
2023-11-28,Pittsburgh Penguins,2.0,Nashville Predators,3.0,17159.0,2:27,2024
2023-11-28,Carolina Hurricanes,4.0,Philadelphia Flyers,1.0,17885.0,2:26,2024
2023-11-28,Florida Panthers,1.0,Toronto Maple Leafs,2.0,18508.0,2:46,2024
2023-11-28,Anaheim Ducks,1.0,Vancouver Canucks,3.0,18639.0,2:21,2024
2023-11-28,Dallas Stars,2.0,Winnipeg Jets,0.0,11439.0,2:21,2024
2023-11-29,Montréal Canadiens,4.0,Columbus Blue Jackets,2.0,14316.0,2:12,2024
2023-11-29,Washington Capitals,2.0,Los Angeles Kings,1.0,18145.0,2:23,2024
2023-11-29,Detroit Red Wings,2.0,New York Rangers,3.0,18006.0,2:34,2024
2023-11-30,Washington Capitals,5.0,Anaheim Ducks,4.0,14336.0,2:35,2024
2023-11-30,Colorado Avalanche,3.0,Arizona Coyotes,4.0,4600.0,2:30,2024
2023-11-30,San Jose Sharks,0.0,Boston Bruins,3.0,17850.0,2:32,2024
2023-11-30,New York Islanders,5.0,Carolina Hurricanes,4.0,18700.0,2:43,2024
2023-11-30,Dallas Stars,3.0,Calgary Flames,4.0,16941.0,2:29,2024
2023-11-30,Chicago Blackhawks,1.0,Detroit Red Wings,5.0,19515.0,2:21,2024
2023-11-30,Florida Panthers,5.0,Montréal Canadiens,1.0,21105.0,2:31,2024
2023-11-30,Minnesota Wild,6.0,Nashville Predators,1.0,17159.0,2:38,2024
2023-11-30,New Jersey Devils,4.0,Philadelphia Flyers,3.0,17748.0,2:40,2024
2023-11-30,Buffalo Sabres,4.0,St Louis Blues,6.0,18096.0,2:27,2024
2023-11-30,Pittsburgh Penguins,4.0,Tampa Bay Lightning,2.0,19092.0,2:19,2024
2023-11-30,Seattle Kraken,3.0,Toronto Maple Leafs,4.0,18366.0,2:38,2024
2023-11-30,Vegas Golden Knights,4.0,Vancouver Canucks,1.0,18856.0,2:19,2024
2023-11-30,Edmonton Oilers,3.0,Winnipeg Jets,1.0,13611.0,2:26,2024
2023-12-01,Ottawa Senators,2.0,Columbus Blue Jackets,4.0,15552.0,2:27,2024
2023-12-01,San Jose Sharks,6.0,New Jersey Devils,3.0,16528.0,2:30,2024
2023-12-02,Colorado Avalanche,3.0,Anaheim Ducks,4.0,14712.0,2:45,2024
2023-12-02,St Louis Blues,1.0,Arizona Coyotes,4.0,4600.0,2:35,2024
2023-12-02,Buffalo Sabres,2.0,Carolina Hurricanes,6.0,18797.0,2:27,2024
2023-12-02,Vancouver Canucks,4.0,Calgary Flames,3.0,19079.0,2:29,2024
2023-12-02,Tampa Bay Lightning,1.0,Dallas Stars,8.0,18532.0,2:30,2024
2023-12-02,New York Islanders,4.0,Florida Panthers,3.0,18721.0,2:28,2024
2023-12-02,Detroit Red Wings,5.0,Montréal Canadiens,4.0,21105.0,2:34,2024
2023-12-02,New York Rangers,4.0,Nashville Predators,3.0,17341.0,2:34,2024
2023-12-02,Seattle Kraken,0.0,Ottawa Senators,2.0,18159.0,2:28,2024
2023-12-02,Philadelphia Flyers,4.0,Pittsburgh Penguins,3.0,18303.0,2:41,2024
2023-12-02,Boston Bruins,4.0,Toronto Maple Leafs,3.0,18959.0,2:40,2024
2023-12-02,Washington Capitals,1.0,Vegas Golden Knights,4.0,18140.0,2:25,2024
2023-12-02,Chicago Blackhawks,1.0,Winnipeg Jets,3.0,14189.0,2:19,2024
2023-12-03,Columbus Blue Jackets,1.0,Boston Bruins,3.0,17850.0,2:20,2024
2023-12-03,Nashville Predators,2.0,Buffalo Sabres,1.0,14644.0,2:25,2024
2023-12-03,Colorado Avalanche,1.0,Los Angeles Kings,4.0,18145.0,2:24,2024
2023-12-03,Chicago Blackhawks,1.0,Minnesota Wild,4.0,19301.0,2:21,2024
2023-12-03,San Jose Sharks,5.0,New York Rangers,6.0,18006.0,2:31,2024
2023-12-04,Washington Capitals,0.0,Arizona Coyotes,6.0,4600.0,2:27,2024
2023-12-04,Seattle Kraken,2.0,Montréal Canadiens,4.0,20915.0,2:22,2024
2023-12-04,Pittsburgh Penguins,1.0,Philadelphia Flyers,2.0,18084.0,2:26,2024
2023-12-04,Dallas Stars,0.0,Tampa Bay Lightning,4.0,19092.0,2:19,2024
2023-12-04,St Louis Blues,2.0,Vegas Golden Knights,1.0,17826.0,2:26,2024
2023-12-04,Carolina Hurricanes,1.0,Winnipeg Jets,2.0,11468.0,2:22,2024
2023-12-05,Detroit Red Wings,5.0,Buffalo Sabres,3.0,14800.0,2:28,2024
2023-12-05,Los Angeles Kings,4.0,Columbus Blue Jackets,3.0,15088.0,2:28,2024
2023-12-05,Minnesota Wild,5.0,Calgary Flames,2.0,16661.0,2:33,2024
2023-12-05,Nashville Predators,4.0,Chicago Blackhawks,3.0,16521.0,2:26,2024
2023-12-05,Anaheim Ducks,2.0,Colorado Avalanche,3.0,18021.0,2:28,2024
2023-12-05,San Jose Sharks,5.0,New York Islanders,4.0,14244.0,2:36,2024
2023-12-05,New York Rangers,2.0,Ottawa Senators,6.0,17362.0,2:28,2024
2023-12-05,New Jersey Devils,6.0,Vancouver Canucks,5.0,18983.0,2:30,2024
2023-12-06,Carolina Hurricanes,1.0,Edmonton Oilers,6.0,18347.0,2:31,2024
2023-12-06,Dallas Stars,4.0,Florida Panthers,5.0,18376.0,2:32,2024
2023-12-06,Vegas Golden Knights,6.0,St Louis Blues,3.0,18096.0,2:35,2024
2023-12-06,Pittsburgh Penguins,1.0,Tampa Bay Lightning,3.0,19092.0,2:26,2024
2023-12-07,Philadelphia Flyers,4.0,Arizona Coyotes,1.0,4600.0,2:19,2024
2023-12-07,Buffalo Sabres,3.0,Boston Bruins,1.0,17850.0,2:24,2024
2023-12-07,Carolina Hurricanes,2.0,Calgary Flames,3.0,16983.0,2:34,2024
2023-12-07,Anaheim Ducks,0.0,Chicago Blackhawks,1.0,17424.0,2:20,2024
2023-12-07,Winnipeg Jets,4.0,Colorado Avalanche,2.0,18008.0,2:20,2024
2023-12-07,San Jose Sharks,6.0,Detroit Red Wings,5.0,19515.0,2:29,2024
2023-12-07,Los Angeles Kings,4.0,Montréal Canadiens,0.0,21105.0,2:27,2024
2023-12-07,Tampa Bay Lightning,1.0,Nashville Predators,5.0,17159.0,2:28,2024
2023-12-07,Columbus Blue Jackets,3.0,New York Islanders,7.0,13510.0,2:29,2024
2023-12-07,Toronto Maple Leafs,4.0,Ottawa Senators,3.0,19309.0,2:22,2024
2023-12-07,New Jersey Devils,2.0,Seattle Kraken,1.0,17151.0,2:23,2024
2023-12-07,Minnesota Wild,0.0,Vancouver Canucks,2.0,18667.0,2:41,2024
2023-12-07,Dallas Stars,5.0,Washington Capitals,4.0,15850.0,2:38,2024
2023-12-08,St Louis Blues,2.0,Columbus Blue Jackets,5.0,15713.0,2:31,2024
2023-12-08,Minnesota Wild,3.0,Edmonton Oilers,4.0,18173.0,2:26,2024
2023-12-08,Pittsburgh Penguins,1.0,Florida Panthers,3.0,18640.0,2:18,2024
2023-12-09,Arizona Coyotes,3.0,Boston Bruins,5.0,17850.0,2:33,2024
2023-12-09,Montréal Canadiens,3.0,Buffalo Sabres,2.0,17123.0,2:43,2024
2023-12-09,New Jersey Devils,4.0,Calgary Flames,2.0,17597.0,2:25,2024
2023-12-09,St Louis Blues,1.0,Chicago Blackhawks,3.0,18892.0,2:24,2024
2023-12-09,Philadelphia Flyers,5.0,Colorado Avalanche,2.0,18119.0,2:27,2024
2023-12-09,Vegas Golden Knights,6.0,Dallas Stars,1.0,18532.0,2:17,2024
2023-12-09,Ottawa Senators,5.0,Detroit Red Wings,1.0,19515.0,2:45,2024
2023-12-09,Los Angeles Kings,2.0,New York Islanders,3.0,17255.0,2:36,2024
2023-12-09,Tampa Bay Lightning,4.0,Seattle Kraken,3.0,17151.0,2:32,2024
2023-12-09,Nashville Predators,0.0,Toronto Maple Leafs,4.0,18611.0,2:23,2024
2023-12-09,Carolina Hurricanes,3.0,Vancouver Canucks,4.0,18586.0,2:31,2024
2023-12-09,New York Rangers,0.0,Washington Capitals,4.0,18573.0,2:29,2024
2023-12-10,Winnipeg Jets,4.0,Anaheim Ducks,2.0,13626.0,2:28,2024
2023-12-10,Florida Panthers,5.0,Columbus Blue Jackets,2.0,16269.0,2:29,2024
2023-12-10,Washington Capitals,4.0,Chicago Blackhawks,2.0,18258.0,2:25,2024
2023-12-10,New Jersey Devils,1.0,Edmonton Oilers,4.0,18347.0,2:31,2024
2023-12-10,Nashville Predators,2.0,Montréal Canadiens,1.0,20864.0,2:32,2024
2023-12-10,Los Angeles Kings,1.0,New York Rangers,4.0,18006.0,2:32,2024
2023-12-10,Minnesota Wild,3.0,Seattle Kraken,0.0,17151.0,2:29,2024
2023-12-10,San Jose Sharks,4.0,Vegas Golden Knights,5.0,17849.0,2:40,2024
2023-12-11,Arizona Coyotes,2.0,Buffalo Sabres,5.0,14083.0,2:24,2024
2023-12-11,Calgary Flames,5.0,Colorado Avalanche,6.0,17967.0,2:37,2024
2023-12-11,Detroit Red Wings,3.0,Dallas Stars,6.0,18532.0,2:28,2024
2023-12-11,Toronto Maple Leafs,3.0,New York Islanders,4.0,17255.0,2:28,2024
2023-12-12,Chicago Blackhawks,1.0,Edmonton Oilers,4.0,18347.0,2:23,2024
2023-12-12,Philadelphia Flyers,2.0,Nashville Predators,3.0,17159.0,2:27,2024
2023-12-12,Toronto Maple Leafs,7.0,New York Rangers,3.0,18006.0,2:26,2024
2023-12-12,Carolina Hurricanes,4.0,Ottawa Senators,1.0,16877.0,2:27,2024
2023-12-12,Arizona Coyotes,2.0,Pittsburgh Penguins,4.0,17068.0,2:29,2024
2023-12-12,Florida Panthers,0.0,Seattle Kraken,4.0,17151.0,2:28,2024
2023-12-12,Winnipeg Jets,1.0,San Jose Sharks,2.0,13142.0,2:27,2024
2023-12-12,Detroit Red Wings,6.0,St Louis Blues,4.0,18096.0,2:36,2024
2023-12-12,Tampa Bay Lightning,1.0,Vancouver Canucks,4.0,18771.0,2:22,2024
2023-12-12,Calgary Flames,4.0,Vegas Golden Knights,5.0,17814.0,2:30,2024
2023-12-13,Buffalo Sabres,1.0,Colorado Avalanche,5.0,18034.0,2:32,2024
2023-12-13,Winnipeg Jets,5.0,Los Angeles Kings,2.0,18145.0,2:23,2024
2023-12-13,Pittsburgh Penguins,4.0,Montréal Canadiens,3.0,21105.0,2:50,2024
2023-12-13,Boston Bruins,1.0,New Jersey Devils,2.0,16514.0,2:33,2024
2023-12-13,Anaheim Ducks,3.0,New York Islanders,4.0,14207.0,2:34,2024
2023-12-14,Carolina Hurricanes,2.0,Detroit Red Wings,1.0,19515.0,2:24,2024
2023-12-14,Tampa Bay Lightning,7.0,Edmonton Oilers,4.0,18060.0,2:35,2024
2023-12-14,Calgary Flames,2.0,Minnesota Wild,3.0,18167.0,2:44,2024
2023-12-14,Washington Capitals,3.0,Philadelphia Flyers,4.0,18557.0,2:43,2024
2023-12-14,Chicago Blackhawks,1.0,Seattle Kraken,7.0,17151.0,2:19,2024
2023-12-14,Ottawa Senators,2.0,St Louis Blues,4.0,18096.0,2:24,2024
2023-12-14,Columbus Blue Jackets,6.0,Toronto Maple Leafs,5.0,18338.0,2:39,2024
2023-12-14,Florida Panthers,0.0,Vancouver Canucks,4.0,18873.0,2:19,2024
2023-12-15,San Jose Sharks,0.0,Arizona Coyotes,1.0,4600.0,2:33,2024
2023-12-15,Nashville Predators,6.0,Carolina Hurricanes,5.0,18770.0,2:32,2024
2023-12-15,Ottawa Senators,4.0,Dallas Stars,5.0,18532.0,2:32,2024
2023-12-15,Boston Bruins,5.0,New York Islanders,4.0,17255.0,2:54,2024
2023-12-15,Anaheim Ducks,1.0,New York Rangers,5.0,18006.0,2:34,2024
2023-12-15,Buffalo Sabres,5.0,Vegas Golden Knights,2.0,18008.0,2:27,2024
2023-12-16,Buffalo Sabres,0.0,Arizona Coyotes,2.0,4600.0,2:11,2024
2023-12-16,New York Rangers,2.0,Boston Bruins,1.0,17850.0,2:35,2024
2023-12-16,New Jersey Devils,6.0,Columbus Blue Jackets,3.0,18172.0,2:24,2024
2023-12-16,Tampa Bay Lightning,2.0,Calgary Flames,4.0,16801.0,2:27,2024
2023-12-16,Florida Panthers,5.0,Edmonton Oilers,1.0,18347.0,2:34,2024
2023-12-16,Vancouver Canucks,1.0,Minnesota Wild,2.0,18519.0,2:39,2024
2023-12-16,New York Islanders,3.0,Montréal Canadiens,5.0,21105.0,2:23,2024
2023-12-16,Washington Capitals,1.0,Nashville Predators,3.0,17267.0,2:20,2024
2023-12-16,Detroit Red Wings,0.0,Philadelphia Flyers,1.0,18341.0,2:31,2024
2023-12-16,Los Angeles Kings,3.0,Seattle Kraken,2.0,17151.0,2:42,2024
2023-12-16,Dallas Stars,3.0,St Louis Blues,4.0,18096.0,2:32,2024
2023-12-16,Pittsburgh Penguins,0.0,Toronto Maple Leafs,7.0,18921.0,2:30,2024
2023-12-16,Colorado Avalanche,2.0,Winnipeg Jets,6.0,13515.0,2:20,2024
2023-12-17,Washington Capitals,2.0,Carolina Hurricanes,1.0,18700.0,2:44,2024
2023-12-17,Vancouver Canucks,4.0,Chicago Blackhawks,3.0,19302.0,2:19,2024
2023-12-17,San Jose Sharks,2.0,Colorado Avalanche,6.0,18093.0,2:29,2024
2023-12-17,Anaheim Ducks,5.0,New Jersey Devils,1.0,16514.0,2:25,2024
2023-12-17,Ottawa Senators,3.0,Vegas Golden Knights,6.0,17892.0,2:30,2024
2023-12-18,Florida Panthers,1.0,Calgary Flames,3.0,16813.0,2:27,2024
2023-12-18,Seattle Kraken,3.0,Dallas Stars,4.0,18532.0,2:32,2024
2023-12-18,Anaheim Ducks,4.0,Detroit Red Wings,3.0,19515.0,2:33,2024
2023-12-18,Minnesota Wild,3.0,Pittsburgh Penguins,4.0,18200.0,2:32,2024
2023-12-18,Montréal Canadiens,3.0,Winnipeg Jets,2.0,13363.0,2:29,2024
2023-12-19,Ottawa Senators,3.0,Arizona Coyotes,4.0,4600.0,2:30,2024
2023-12-19,Minnesota Wild,4.0,Boston Bruins,3.0,17850.0,2:36,2024
2023-12-19,Columbus Blue Jackets,9.0,Buffalo Sabres,4.0,14888.0,2:25,2024
2023-12-19,Vegas Golden Knights,3.0,Carolina Hurricanes,6.0,18848.0,2:32,2024
2023-12-19,Colorado Avalanche,2.0,Chicago Blackhawks,3.0,19719.0,2:24,2024
2023-12-19,Philadelphia Flyers,3.0,New Jersey Devils,2.0,16514.0,2:26,2024
2023-12-19,Vancouver Canucks,5.0,Nashville Predators,2.0,17159.0,2:22,2024
2023-12-19,Edmonton Oilers,1.0,New York Islanders,3.0,16523.0,2:17,2024
2023-12-19,Los Angeles Kings,4.0,San Jose Sharks,1.0,11593.0,2:23,2024
2023-12-19,St Louis Blues,1.0,Tampa Bay Lightning,6.0,19092.0,2:22,2024
2023-12-19,New York Rangers,5.0,Toronto Maple Leafs,2.0,19264.0,2:22,2024
2023-12-20,Seattle Kraken,2.0,Los Angeles Kings,1.0,18145.0,2:28,2024
2023-12-20,Detroit Red Wings,2.0,Winnipeg Jets,5.0,12571.0,2:26,2024
2023-12-20,New York Islanders,2.0,Washington Capitals,3.0,18573.0,2:24,2024
2023-12-21,Calgary Flames,3.0,Anaheim Ducks,0.0,16102.0,2:25,2024
2023-12-21,Toronto Maple Leafs,3.0,Buffalo Sabres,9.0,19070.0,2:22,2024
2023-12-21,Washington Capitals,3.0,Columbus Blue Jackets,2.0,18172.0,2:32,2024
2023-12-21,Ottawa Senators,4.0,Colorado Avalanche,6.0,18107.0,2:39,2024
2023-12-21,Vancouver Canucks,3.0,Dallas Stars,4.0,18532.0,2:32,2024
2023-12-21,St Louis Blues,4.0,Florida Panthers,1.0,18753.0,2:29,2024
2023-12-21,Montréal Canadiens,3.0,Minnesota Wild,4.0,18387.0,2:38,2024
2023-12-21,Edmonton Oilers,6.0,New Jersey Devils,3.0,16514.0,2:26,2024
2023-12-21,Nashville Predators,4.0,Philadelphia Flyers,2.0,19313.0,2:33,2024
2023-12-21,Carolina Hurricanes,1.0,Pittsburgh Penguins,2.0,18267.0,2:37,2024
2023-12-21,Arizona Coyotes,5.0,San Jose Sharks,2.0,17435.0,2:26,2024
2023-12-21,Vegas Golden Knights,4.0,Tampa Bay Lightning,5.0,19092.0,2:35,2024
2023-12-22,Montréal Canadiens,5.0,Chicago Blackhawks,2.0,20340.0,2:25,2024
2023-12-22,Philadelphia Flyers,6.0,Detroit Red Wings,7.0,19515.0,2:50,2024
2023-12-22,Edmonton Oilers,4.0,New York Rangers,3.0,18006.0,2:29,2024
