Date,Visitor,G,Home,G.1,Att.,LOG,Year
2023-12-22,Boston Bruins,1.0,Winnipeg Jets,5.0,14405.0,2:34,2024
2023-12-23,Seattle Kraken,3.0,Anaheim Ducks,2.0,14608.0,2:28,2024
2023-12-23,New York Islanders,5.0,Carolina Hurricanes,4.0,18921.0,2:31,2024
2023-12-23,Toronto Maple Leafs,4.0,Columbus Blue Jackets,1.0,17806.0,2:24,2024
2023-12-23,Arizona Coyotes,1.0,Colorado Avalanche,4.0,18117.0,2:21,2024
2023-12-23,Vegas Golden Knights,2.0,Florida Panthers,4.0,19364.0,2:37,2024
2023-12-23,Calgary Flames,3.0,Los Angeles Kings,5.0,18145.0,2:35,2024
2023-12-23,Boston Bruins,2.0,Minnesota Wild,3.0,19183.0,2:33,2024
2023-12-23,Detroit Red Wings,2.0,New Jersey Devils,3.0,16514.0,2:31,2024
2023-12-23,Dallas Stars,3.0,Nashville Predators,2.0,17159.0,2:28,2024
2023-12-23,Buffalo Sabres,3.0,New York Rangers,4.0,18006.0,2:36,2024
2023-12-23,Pittsburgh Penguins,4.0,Ottawa Senators,5.0,19286.0,2:34,2024
2023-12-23,Chicago Blackhawks,5.0,St Louis Blues,7.0,18096.0,2:27,2024
2023-12-23,San Jose Sharks,4.0,Vancouver Canucks,7.0,18875.0,2:32,2024
2023-12-23,Tampa Bay Lightning,2.0,Washington Capitals,1.0,18573.0,2:37,2024
2023-12-27,Vegas Golden Knights,2.0,Anaheim Ducks,5.0,15109.0,2:19,2024
2023-12-27,Colorado Avalanche,4.0,Arizona Coyotes,5.0,4600.0,2:30,2024
2023-12-27,Boston Bruins,4.0,Buffalo Sabres,1.0,19070.0,2:31,2024
2023-12-27,Seattle Kraken,2.0,Calgary Flames,1.0,18881.0,2:23,2024
2023-12-27,Winnipeg Jets,1.0,Chicago Blackhawks,2.0,20540.0,2:27,2024
2023-12-27,San Jose Sharks,1.0,Los Angeles Kings,5.0,18145.0,2:25,2024
2023-12-27,Detroit Red Wings,3.0,Minnesota Wild,6.0,19105.0,2:23,2024
2023-12-27,Columbus Blue Jackets,3.0,New Jersey Devils,4.0,16514.0,2:30,2024
2023-12-27,Carolina Hurricanes,5.0,Nashville Predators,2.0,17846.0,2:32,2024
2023-12-27,Pittsburgh Penguins,7.0,New York Islanders,0.0,17255.0,2:30,2024
2023-12-27,Washington Capitals,1.0,New York Rangers,5.0,18006.0,2:19,2024
2023-12-27,Dallas Stars,1.0,St Louis Blues,2.0,18096.0,2:24,2024
2023-12-27,Florida Panthers,3.0,Tampa Bay Lightning,2.0,19092.0,2:28,2024
2023-12-27,Ottawa Senators,4.0,Toronto Maple Leafs,2.0,19261.0,2:30,2024
2023-12-28,Montréal Canadiens,3.0,Carolina Hurricanes,5.0,18969.0,2:38,2024
2023-12-28,Edmonton Oilers,5.0,San Jose Sharks,0.0,17435.0,2:20,2024
2023-12-28,Philadelphia Flyers,4.0,Vancouver Canucks,1.0,18986.0,2:27,2024
2023-12-28,Los Angeles Kings,2.0,Vegas Golden Knights,3.0,18595.0,2:28,2024
2023-12-29,Arizona Coyotes,2.0,Anaheim Ducks,0.0,16052.0,2:35,2024
2023-12-29,Toronto Maple Leafs,5.0,Columbus Blue Jackets,6.0,18516.0,2:37,2024
2023-12-29,Chicago Blackhawks,4.0,Dallas Stars,5.0,18532.0,2:33,2024
2023-12-29,Nashville Predators,4.0,Detroit Red Wings,5.0,19515.0,2:36,2024
2023-12-29,New York Rangers,3.0,Florida Panthers,4.0,19723.0,2:34,2024
2023-12-29,Washington Capitals,1.0,New York Islanders,5.0,17255.0,2:23,2024
2023-12-29,New Jersey Devils,6.0,Ottawa Senators,2.0,20022.0,2:22,2024
2023-12-29,Philadelphia Flyers,1.0,Seattle Kraken,2.0,17151.0,2:26,2024
2023-12-29,Colorado Avalanche,2.0,St Louis Blues,1.0,18096.0,2:23,2024
2023-12-30,New Jersey Devils,2.0,Boston Bruins,5.0,17850.0,2:27,2024
2023-12-30,Columbus Blue Jackets,2.0,Buffalo Sabres,3.0,19070.0,2:21,2024
2023-12-30,Montréal Canadiens,1.0,Florida Panthers,4.0,19663.0,2:24,2024
2023-12-30,Edmonton Oilers,3.0,Los Angeles Kings,2.0,18145.0,2:39,2024
2023-12-30,St Louis Blues,2.0,Pittsburgh Penguins,4.0,18321.0,2:27,2024
2023-12-30,New York Rangers,5.0,Tampa Bay Lightning,1.0,19092.0,2:35,2024
2023-12-30,Carolina Hurricanes,3.0,Toronto Maple Leafs,2.0,18974.0,2:31,2024
2023-12-30,Minnesota Wild,2.0,Winnipeg Jets,4.0,15225.0,2:25,2024
2023-12-30,Nashville Predators,3.0,Washington Capitals,2.0,18573.0,2:45,2024
2023-12-31,Edmonton Oilers,7.0,Anaheim Ducks,2.0,16041.0,2:25,2024
2023-12-31,Philadelphia Flyers,3.0,Calgary Flames,4.0,18723.0,2:28,2024
2023-12-31,San Jose Sharks,1.0,Colorado Avalanche,3.0,18140.0,2:38,2024
2023-12-31,Chicago Blackhawks,1.0,Dallas Stars,8.0,18532.0,2:25,2024
2023-12-31,Boston Bruins,5.0,Detroit Red Wings,3.0,19515.0,2:37,2024
2023-12-31,Winnipeg Jets,3.0,Minnesota Wild,2.0,19129.0,2:28,2024
2023-12-31,Buffalo Sabres,1.0,Ottawa Senators,5.0,19421.0,2:31,2024
2023-12-31,New York Islanders,1.0,Pittsburgh Penguins,3.0,18216.0,2:37,2024
2023-12-31,Montréal Canadiens,3.0,Tampa Bay Lightning,4.0,19092.0,2:33,2024
2024-01-01,Vegas Golden Knights,0.0,Seattle Kraken,3.0,47313.0,2:35,2024
2024-01-02,Florida Panthers,4.0,Arizona Coyotes,1.0,4600.0,2:35,2024
2024-01-02,Boston Bruins,4.0,Columbus Blue Jackets,1.0,18262.0,2:27,2024
2024-01-02,New York Islanders,4.0,Colorado Avalanche,5.0,18121.0,2:31,2024
2024-01-02,Montréal Canadiens,4.0,Dallas Stars,3.0,18532.0,2:24,2024
2024-01-02,Philadelphia Flyers,2.0,Edmonton Oilers,5.0,18347.0,2:19,2024
2024-01-02,Toronto Maple Leafs,3.0,Los Angeles Kings,0.0,18145.0,2:33,2024
2024-01-02,Calgary Flames,3.0,Minnesota Wild,1.0,18456.0,2:21,2024
2024-01-02,Chicago Blackhawks,0.0,Nashville Predators,3.0,17363.0,2:23,2024
2024-01-02,Carolina Hurricanes,6.0,New York Rangers,1.0,18006.0,2:28,2024
2024-01-02,Washington Capitals,4.0,Pittsburgh Penguins,3.0,18190.0,2:33,2024
2024-01-02,Detroit Red Wings,5.0,San Jose Sharks,3.0,12195.0,2:34,2024
2024-01-02,Ottawa Senators,3.0,Vancouver Canucks,6.0,18810.0,2:22,2024
2024-01-02,Tampa Bay Lightning,2.0,Winnipeg Jets,4.0,14157.0,2:20,2024
2024-01-03,Toronto Maple Leafs,2.0,Anaheim Ducks,1.0,16135.0,2:42,2024
2024-01-03,New Jersey Devils,6.0,Washington Capitals,3.0,17156.0,2:34,2024
2024-01-04,New York Islanders,5.0,Arizona Coyotes,1.0,4600.0,2:21,2024
2024-01-04,Pittsburgh Penguins,6.0,Boston Bruins,5.0,17850.0,2:35,2024
2024-01-04,Colorado Avalanche,5.0,Dallas Stars,4.0,18532.0,2:38,2024
2024-01-04,Detroit Red Wings,4.0,Los Angeles Kings,3.0,18145.0,2:34,2024
2024-01-04,Tampa Bay Lightning,4.0,Minnesota Wild,1.0,18689.0,2:25,2024
2024-01-04,Buffalo Sabres,6.0,Montréal Canadiens,1.0,21105.0,2:35,2024
2024-01-04,Calgary Flames,6.0,Nashville Predators,3.0,17203.0,2:37,2024
2024-01-04,Chicago Blackhawks,1.0,New York Rangers,4.0,18006.0,2:22,2024
2024-01-04,Columbus Blue Jackets,3.0,Philadelphia Flyers,2.0,17510.0,2:39,2024
2024-01-04,Ottawa Senators,1.0,Seattle Kraken,4.0,17151.0,2:20,2024
2024-01-04,Winnipeg Jets,2.0,San Jose Sharks,1.0,10521.0,2:16,2024
2024-01-04,Vancouver Canucks,1.0,St Louis Blues,2.0,18096.0,2:23,2024
2024-01-04,Florida Panthers,4.0,Vegas Golden Knights,1.0,18044.0,2:38,2024
2024-01-05,Winnipeg Jets,3.0,Anaheim Ducks,1.0,13883.0,2:24,2024
2024-01-05,Chicago Blackhawks,2.0,New Jersey Devils,4.0,16514.0,2:32,2024
2024-01-05,Carolina Hurricanes,6.0,Washington Capitals,2.0,18573.0,2:32,2024
2024-01-06,Tampa Bay Lightning,3.0,Boston Bruins,7.0,17850.0,2:28,2024
2024-01-06,St Louis Blues,2.0,Carolina Hurricanes,1.0,18903.0,2:36,2024
2024-01-06,Minnesota Wild,4.0,Columbus Blue Jackets,3.0,18771.0,2:41,2024
2024-01-06,Florida Panthers,8.0,Colorado Avalanche,4.0,18132.0,2:32,2024
2024-01-06,Nashville Predators,4.0,Dallas Stars,3.0,18532.0,2:30,2024
2024-01-06,Ottawa Senators,1.0,Edmonton Oilers,3.0,18347.0,2:27,2024
2024-01-06,New York Rangers,3.0,Montréal Canadiens,4.0,21105.0,2:34,2024
2024-01-06,Vancouver Canucks,6.0,New Jersey Devils,4.0,16157.0,2:36,2024
2024-01-06,Calgary Flames,2.0,Philadelphia Flyers,3.0,19715.0,2:37,2024
2024-01-06,Buffalo Sabres,3.0,Pittsburgh Penguins,1.0,18256.0,2:30,2024
2024-01-06,Toronto Maple Leafs,4.0,San Jose Sharks,1.0,17435.0,2:24,2024
2024-01-06,New York Islanders,2.0,Vegas Golden Knights,5.0,18312.0,2:33,2024
2024-01-07,Detroit Red Wings,3.0,Anaheim Ducks,2.0,17174.0,2:29,2024
2024-01-07,Winnipeg Jets,6.0,Arizona Coyotes,2.0,4600.0,2:29,2024
2024-01-07,Calgary Flames,3.0,Chicago Blackhawks,4.0,19907.0,2:33,2024
2024-01-07,Los Angeles Kings,3.0,Washington Capitals,4.0,18573.0,2:26,2024
2024-01-08,Boston Bruins,3.0,Colorado Avalanche,4.0,18050.0,2:56,2024
2024-01-08,Dallas Stars,4.0,Minnesota Wild,0.0,18087.0,2:33,2024
2024-01-08,Vancouver Canucks,6.0,New York Rangers,3.0,18006.0,2:28,2024
2024-01-08,Pittsburgh Penguins,4.0,Philadelphia Flyers,1.0,18279.0,2:36,2024
2024-01-09,Boston Bruins,3.0,Arizona Coyotes,4.0,4600.0,2:48,2024
2024-01-09,Seattle Kraken,5.0,Buffalo Sabres,2.0,14628.0,2:19,2024
2024-01-09,Ottawa Senators,3.0,Calgary Flames,6.0,17219.0,2:30,2024
2024-01-09,Edmonton Oilers,2.0,Chicago Blackhawks,1.0,19756.0,2:30,2024
2024-01-09,Anaheim Ducks,5.0,Nashville Predators,3.0,17159.0,2:33,2024
2024-01-09,Vancouver Canucks,5.0,New York Islanders,2.0,15690.0,2:20,2024
2024-01-09,Florida Panthers,5.0,St Louis Blues,1.0,18096.0,2:25,2024
2024-01-09,Los Angeles Kings,2.0,Tampa Bay Lightning,3.0,19092.0,2:30,2024
2024-01-09,San Jose Sharks,1.0,Toronto Maple Leafs,7.0,18364.0,2:28,2024
2024-01-09,Columbus Blue Jackets,0.0,Winnipeg Jets,5.0,12512.0,2:23,2024
2024-01-10,Vegas Golden Knights,0.0,Colorado Avalanche,3.0,18039.0,2:24,2024
2024-01-10,Minnesota Wild,2.0,Dallas Stars,7.0,18532.0,2:31,2024
2024-01-10,Montréal Canadiens,2.0,Philadelphia Flyers,3.0,18238.0,2:38,2024
2024-01-11,Calgary Flames,6.0,Arizona Coyotes,2.0,4600.0,2:23,2024
2024-01-11,Ottawa Senators,3.0,Buffalo Sabres,5.0,16083.0,2:25,2024
2024-01-11,Anaheim Ducks,3.0,Carolina Hurricanes,6.0,18748.0,2:34,2024
2024-01-11,Edmonton Oilers,3.0,Detroit Red Wings,2.0,19515.0,2:32,2024
2024-01-11,Los Angeles Kings,2.0,Florida Panthers,3.0,18616.0,2:43,2024
2024-01-11,San Jose Sharks,3.0,Montréal Canadiens,2.0,21105.0,2:30,2024
2024-01-11,Toronto Maple Leafs,3.0,New York Islanders,4.0,17255.0,2:25,2024
2024-01-11,Vancouver Canucks,4.0,Pittsburgh Penguins,3.0,18190.0,2:32,2024
2024-01-11,New York Rangers,2.0,St Louis Blues,5.0,18096.0,2:20,2024
2024-01-11,New Jersey Devils,3.0,Tampa Bay Lightning,4.0,19092.0,2:34,2024
2024-01-11,Boston Bruins,1.0,Vegas Golden Knights,2.0,18209.0,2:30,2024
2024-01-11,Chicago Blackhawks,1.0,Winnipeg Jets,2.0,15225.0,2:16,2024
2024-01-11,Seattle Kraken,4.0,Washington Capitals,1.0,17935.0,2:22,2024
2024-01-12,Nashville Predators,6.0,Dallas Stars,3.0,18532.0,2:29,2024
2024-01-12,Philadelphia Flyers,4.0,Minnesota Wild,3.0,18473.0,2:35,2024
2024-01-13,Vancouver Canucks,1.0,Buffalo Sabres,0.0,17662.0,2:35,2024
2024-01-13,Pittsburgh Penguins,2.0,Carolina Hurricanes,3.0,18932.0,2:34,2024
2024-01-13,Seattle Kraken,7.0,Columbus Blue Jackets,4.0,18588.0,2:28,2024
2024-01-13,Dallas Stars,3.0,Chicago Blackhawks,1.0,18889.0,2:27,2024
2024-01-13,Los Angeles Kings,3.0,Detroit Red Wings,5.0,19515.0,2:35,2024
2024-01-13,New Jersey Devils,4.0,Florida Panthers,1.0,19526.0,2:23,2024
2024-01-13,Arizona Coyotes,6.0,Minnesota Wild,0.0,18812.0,2:32,2024
2024-01-13,Edmonton Oilers,2.0,Montréal Canadiens,1.0,21105.0,2:37,2024
2024-01-13,New York Islanders,1.0,Nashville Predators,3.0,17474.0,2:23,2024
2024-01-13,San Jose Sharks,4.0,Ottawa Senators,5.0,18764.0,2:23,2024
2024-01-13,Boston Bruins,4.0,St Louis Blues,3.0,18096.0,2:31,2024
2024-01-13,Anaheim Ducks,1.0,Tampa Bay Lightning,5.0,19092.0,2:28,2024
2024-01-13,Colorado Avalanche,5.0,Toronto Maple Leafs,3.0,19298.0,2:22,2024
2024-01-13,Calgary Flames,3.0,Vegas Golden Knights,1.0,17858.0,2:27,2024
2024-01-13,Philadelphia Flyers,2.0,Winnipeg Jets,0.0,14540.0,2:25,2024
2024-01-13,New York Rangers,2.0,Washington Capitals,3.0,18573.0,2:35,2024
2024-01-14,Washington Capitals,1.0,New York Rangers,2.0,18006.0,2:29,2024
2024-01-14,Detroit Red Wings,4.0,Toronto Maple Leafs,2.0,18772.0,2:24,2024
2024-01-15,New Jersey Devils,0.0,Boston Bruins,3.0,17850.0,2:33,2024
2024-01-15,San Jose Sharks,0.0,Buffalo Sabres,3.0,16186.0,2:25,2024
2024-01-15,Los Angeles Kings,5.0,Carolina Hurricanes,2.0,18825.0,2:28,2024
2024-01-15,Vancouver Canucks,3.0,Columbus Blue Jackets,4.0,17622.0,2:31,2024
2024-01-15,Anaheim Ducks,5.0,Florida Panthers,4.0,17885.0,2:34,2024
2024-01-15,New York Islanders,0.0,Minnesota Wild,5.0,18231.0,2:31,2024
2024-01-15,Colorado Avalanche,3.0,Montréal Canadiens,4.0,21205.0,2:36,2024
2024-01-15,Seattle Kraken,0.0,Pittsburgh Penguins,3.0,18202.0,2:23,2024
2024-01-15,Philadelphia Flyers,4.0,St Louis Blues,2.0,18096.0,2:20,2024
2024-01-15,Nashville Predators,1.0,Vegas Golden Knights,4.0,17719.0,2:27,2024
2024-01-16,Arizona Coyotes,2.0,Calgary Flames,3.0,17407.0,2:31,2024
2024-01-16,San Jose Sharks,1.0,Chicago Blackhawks,2.0,16401.0,2:44,2024
2024-01-16,Los Angeles Kings,1.0,Dallas Stars,5.0,18532.0,2:23,2024
2024-01-16,Toronto Maple Leafs,2.0,Edmonton Oilers,4.0,18347.0,2:25,2024
2024-01-16,Seattle Kraken,2.0,New York Rangers,5.0,18006.0,2:19,2024
2024-01-16,Colorado Avalanche,7.0,Ottawa Senators,4.0,16242.0,2:38,2024
2024-01-16,New York Islanders,2.0,Winnipeg Jets,4.0,12600.0,2:31,2024
2024-01-16,Anaheim Ducks,0.0,Washington Capitals,2.0,15961.0,2:21,2024
2024-01-17,Detroit Red Wings,3.0,Florida Panthers,2.0,17958.0,2:31,2024
2024-01-17,Montréal Canadiens,3.0,New Jersey Devils,2.0,16022.0,2:19,2024
2024-01-18,Colorado Avalanche,2.0,Boston Bruins,5.0,17850.0,2:34,2024
2024-01-18,Chicago Blackhawks,0.0,Buffalo Sabres,3.0,15465.0,2:13,2024
2024-01-18,Toronto Maple Leafs,4.0,Calgary Flames,3.0,18714.0,2:38,2024
2024-01-18,Seattle Kraken,2.0,Edmonton Oilers,4.0,18347.0,2:33,2024
2024-01-18,Nashville Predators,2.0,Los Angeles Kings,1.0,18145.0,2:29,2024
2024-01-18,Montréal Canadiens,2.0,Ottawa Senators,6.0,19286.0,2:32,2024
2024-01-18,Dallas Stars,1.0,Philadelphia Flyers,5.0,18024.0,2:27,2024
2024-01-18,Minnesota Wild,3.0,Tampa Bay Lightning,7.0,19092.0,2:29,2024
2024-01-18,Arizona Coyotes,1.0,Vancouver Canucks,2.0,19005.0,2:30,2024
2024-01-18,New York Rangers,1.0,Vegas Golden Knights,5.0,18149.0,2:25,2024
2024-01-18,St Louis Blues,2.0,Washington Capitals,5.0,17909.0,2:27,2024
2024-01-19,Detroit Red Wings,2.0,Carolina Hurricanes,4.0,18841.0,2:27,2024
2024-01-19,New Jersey Devils,4.0,Columbus Blue Jackets,1.0,18630.0,2:25,2024
2024-01-19,New York Islanders,3.0,Chicago Blackhawks,4.0,18463.0,2:30,2024
2024-01-19,Minnesota Wild,6.0,Florida Panthers,4.0,19595.0,2:39,2024
2024-01-20,Nashville Predators,2.0,Arizona Coyotes,3.0,4600.0,2:31,2024
2024-01-20,Montréal Canadiens,4.0,Boston Bruins,9.0,17850.0,2:32,2024
2024-01-20,Tampa Bay Lightning,3.0,Buffalo Sabres,1.0,18246.0,2:16,2024
2024-01-20,Edmonton Oilers,3.0,Calgary Flames,1.0,19289.0,2:25,2024
2024-01-20,New York Rangers,1.0,Los Angeles Kings,2.0,18292.0,2:28,2024
2024-01-20,Dallas Stars,6.0,New Jersey Devils,2.0,16514.0,2:33,2024
2024-01-20,Winnipeg Jets,2.0,Ottawa Senators,1.0,19388.0,2:28,2024
2024-01-20,Colorado Avalanche,7.0,Philadelphia Flyers,4.0,19078.0,2:30,2024
2024-01-20,Anaheim Ducks,3.0,San Jose Sharks,5.0,17435.0,2:30,2024
2024-01-20,Washington Capitals,0.0,St Louis Blues,3.0,18096.0,2:25,2024
2024-01-20,Toronto Maple Leafs,4.0,Vancouver Canucks,6.0,18865.0,2:33,2024
2024-01-20,Pittsburgh Penguins,2.0,Vegas Golden Knights,3.0,18319.0,2:29,2024
2024-01-21,New York Rangers,5.0,Anaheim Ducks,2.0,16197.0,2:32,2024
2024-01-21,Minnesota Wild,5.0,Carolina Hurricanes,2.0,18749.0,2:29,2024
2024-01-21,Tampa Bay Lightning,1.0,Detroit Red Wings,2.0,19515.0,2:29,2024
2024-01-21,Dallas Stars,2.0,New York Islanders,3.0,17255.0,2:28,2024
2024-01-21,Ottawa Senators,5.0,Philadelphia Flyers,3.0,18930.0,2:38,2024
2024-01-21,Toronto Maple Leafs,3.0,Seattle Kraken,1.0,17151.0,2:24,2024
2024-01-22,Pittsburgh Penguins,2.0,Arizona Coyotes,5.0,4600.0,2:32,2024
2024-01-22,Winnipeg Jets,1.0,Boston Bruins,4.0,17850.0,2:26,2024
2024-01-22,San Jose Sharks,4.0,Los Angeles Kings,3.0,18145.0,2:35,2024
2024-01-22,Vegas Golden Knights,5.0,New Jersey Devils,6.0,16514.0,2:33,2024
2024-01-22,Florida Panthers,4.0,Nashville Predators,1.0,17159.0,2:30,2024
2024-01-22,Chicago Blackhawks,0.0,Vancouver Canucks,2.0,18714.0,2:12,2024
2024-01-23,Buffalo Sabres,2.0,Anaheim Ducks,4.0,16302.0,2:27,2024
2024-01-23,St Louis Blues,4.0,Calgary Flames,3.0,16813.0,2:24,2024
2024-01-23,Dallas Stars,5.0,Detroit Red Wings,4.0,18923.0,2:27,2024
2024-01-23,Columbus Blue Jackets,1.0,Edmonton Oilers,4.0,18347.0,2:22,2024
2024-01-23,Washington Capitals,3.0,Minnesota Wild,5.0,18437.0,2:29,2024
2024-01-23,Ottawa Senators,4.0,Montréal Canadiens,1.0,21105.0,2:23,2024
2024-01-23,Vegas Golden Knights,3.0,New York Islanders,2.0,16077.0,2:24,2024
2024-01-23,Tampa Bay Lightning,6.0,Philadelphia Flyers,3.0,17937.0,2:28,2024
2024-01-23,New York Rangers,2.0,San Jose Sharks,3.0,12892.0,2:29,2024
2024-01-24,Carolina Hurricanes,3.0,Boston Bruins,2.0,17850.0,2:28,2024
2024-01-24,Washington Capitals,2.0,Colorado Avalanche,6.0,18136.0,2:36,2024
2024-01-24,Arizona Coyotes,2.0,Florida Panthers,6.0,17020.0,2:39,2024
2024-01-24,Buffalo Sabres,5.0,Los Angeles Kings,3.0,18145.0,2:24,2024
2024-01-24,Chicago Blackhawks,2.0,Seattle Kraken,6.0,17151.0,2:29,2024
2024-01-24,Winnipeg Jets,0.0,Toronto Maple Leafs,1.0,18972.0,2:31,2024
2024-01-24,St Louis Blues,4.0,Vancouver Canucks,3.0,19003.0,2:26,2024
2024-01-25,New Jersey Devils,2.0,Carolina Hurricanes,3.0,18792.0,2:29,2024
2024-01-25,Columbus Blue Jackets,5.0,Calgary Flames,2.0,16689.0,2:29,2024
2024-01-25,Anaheim Ducks,3.0,Dallas Stars,4.0,18532.0,2:26,2024
2024-01-25,Philadelphia Flyers,0.0,Detroit Red Wings,3.0,19515.0,2:29,2024
2024-01-25,Chicago Blackhawks,0.0,Edmonton Oilers,3.0,18347.0,2:23,2024
2024-01-25,Nashville Predators,3.0,Minnesota Wild,2.0,18254.0,2:35,2024
2024-01-25,New York Islanders,3.0,Montréal Canadiens,4.0,21105.0,2:34,2024
2024-01-25,Boston Bruins,3.0,Ottawa Senators,2.0,18722.0,2:37,2024
2024-01-25,Arizona Coyotes,3.0,Tampa Bay Lightning,6.0,19092.0,2:20,2024
2024-01-26,Los Angeles Kings,1.0,Colorado Avalanche,5.0,18131.0,2:26,2024
2024-01-26,Vegas Golden Knights,5.0,New York Rangers,2.0,18006.0,2:33,2024
2024-01-26,Florida Panthers,3.0,Pittsburgh Penguins,2.0,18188.0,2:50,2024
2024-01-26,St Louis Blues,4.0,Seattle Kraken,3.0,17151.0,2:27,2024
2024-01-27,Arizona Coyotes,1.0,Carolina Hurricanes,3.0,18718.0,2:30,2024
2024-01-27,Chicago Blackhawks,0.0,Calgary Flames,1.0,18279.0,2:21,2024
2024-01-27,Washington Capitals,4.0,Dallas Stars,5.0,18532.0,2:36,2024
2024-01-27,Vegas Golden Knights,2.0,Detroit Red Wings,5.0,19515.0,2:23,2024
2024-01-27,Nashville Predators,1.0,Edmonton Oilers,4.0,18347.0,2:21,2024
2024-01-27,Anaheim Ducks,3.0,Minnesota Wild,2.0,19053.0,2:31,2024
2024-01-27,Florida Panthers,3.0,New York Islanders,2.0,17255.0,2:35,2024
2024-01-27,New York Rangers,7.0,Ottawa Senators,2.0,19262.0,2:29,2024
2024-01-27,Boston Bruins,6.0,Philadelphia Flyers,2.0,19276.0,2:29,2024
2024-01-27,Montréal Canadiens,2.0,Pittsburgh Penguins,3.0,18377.0,2:28,2024
2024-01-27,Buffalo Sabres,5.0,San Jose Sharks,2.0,17435.0,2:33,2024
2024-01-27,New Jersey Devils,3.0,Tampa Bay Lightning,6.0,19092.0,2:26,2024
2024-01-27,Columbus Blue Jackets,4.0,Vancouver Canucks,5.0,19002.0,2:44,2024
2024-01-27,Toronto Maple Leafs,4.0,Winnipeg Jets,2.0,15225.0,2:24,2024
2024-01-28,Columbus Blue Jackets,2.0,Seattle Kraken,4.0,17151.0,2:28,2024
2024-01-28,Los Angeles Kings,3.0,St Louis Blues,4.0,18096.0,2:25,2024
2024-01-29,Nashville Predators,3.0,Ottawa Senators,4.0,16284.0,2:38,2024
2024-01-30,Seattle Kraken,0.0,San Jose Sharks,2.0,10988.0,2:20,2024
2024-01-30,Columbus Blue Jackets,1.0,St Louis Blues,0.0,18096.0,2:20,2024
2024-01-31,San Jose Sharks,2.0,Anaheim Ducks,3.0,15654.0,2:34,2024
2024-01-31,Ottawa Senators,3.0,Detroit Red Wings,2.0,19515.0,2:26,2024
2024-01-31,Los Angeles Kings,4.0,Nashville Predators,2.0,17453.0,2:23,2024
2024-02-05,Colorado Avalanche,1.0,New York Rangers,2.0,18006.0,2:23,2024
2024-02-05,New York Islanders,3.0,Toronto Maple Leafs,2.0,18365.0,2:26,2024
2024-02-06,Calgary Flames,4.0,Boston Bruins,1.0,17850.0,2:31,2024
2024-02-06,Dallas Stars,2.0,Buffalo Sabres,1.0,13221.0,2:36,2024
2024-02-06,Vancouver Canucks,3.0,Carolina Hurricanes,2.0,18700.0,2:22,2024
2024-02-06,Philadelphia Flyers,2.0,Florida Panthers,1.0,17340.0,2:22,2024
2024-02-06,Colorado Avalanche,3.0,New Jersey Devils,5.0,16326.0,2:36,2024
2024-02-06,Winnipeg Jets,0.0,Pittsburgh Penguins,3.0,17086.0,2:24,2024
2024-02-06,Edmonton Oilers,1.0,Vegas Golden Knights,3.0,18433.0,2:26,2024
2024-02-06,Montréal Canadiens,5.0,Washington Capitals,2.0,16959.0,2:29,2024
2024-02-07,Minnesota Wild,2.0,Chicago Blackhawks,1.0,17230.0,2:31,2024
2024-02-07,Tampa Bay Lightning,1.0,New York Rangers,3.0,17208.0,2:24,2024
2024-02-07,Dallas Stars,4.0,Toronto Maple Leafs,5.0,18517.0,2:31,2024
2024-02-08,Vegas Golden Knights,3.0,Arizona Coyotes,2.0,4600.0,2:25,2024
2024-02-08,Vancouver Canucks,0.0,Boston Bruins,4.0,17850.0,2:26,2024
2024-02-08,Colorado Avalanche,2.0,Carolina Hurricanes,5.0,18720.0,2:37,2024
2024-02-08,Washington Capitals,2.0,Florida Panthers,4.0,17645.0,2:29,2024
2024-02-08,Calgary Flames,5.0,New Jersey Devils,3.0,16374.0,2:30,2024
2024-02-08,Tampa Bay Lightning,2.0,New York Islanders,6.0,17255.0,2:19,2024
2024-02-08,Winnipeg Jets,1.0,Philadelphia Flyers,4.0,18049.0,2:24,2024
2024-02-09,Edmonton Oilers,5.0,Anaheim Ducks,3.0,17489.0,2:25,2024
2024-02-09,New York Rangers,4.0,Chicago Blackhawks,3.0,19995.0,2:30,2024
2024-02-09,Pittsburgh Penguins,2.0,Minnesota Wild,3.0,19329.0,2:43,2024
2024-02-10,Washington Capitals,3.0,Boston Bruins,0.0,17850.0,2:25,2024
2024-02-10,St Louis Blues,3.0,Buffalo Sabres,1.0,16726.0,2:28,2024
2024-02-10,New Jersey Devils,0.0,Carolina Hurricanes,1.0,18997.0,2:31,2024
2024-02-10,Tampa Bay Lightning,4.0,Columbus Blue Jackets,2.0,18876.0,2:32,2024
2024-02-10,Vancouver Canucks,3.0,Detroit Red Wings,4.0,19515.0,2:35,2024
2024-02-10,Colorado Avalanche,0.0,Florida Panthers,4.0,19304.0,2:23,2024
2024-02-10,Edmonton Oilers,0.0,Los Angeles Kings,4.0,18145.0,2:34,2024
2024-02-10,Dallas Stars,3.0,Montréal Canadiens,2.0,21105.0,2:29,2024
2024-02-10,Arizona Coyotes,4.0,Nashville Predators,5.0,17507.0,2:36,2024
2024-02-10,Calgary Flames,5.0,New York Islanders,2.0,17255.0,2:32,2024
2024-02-10,Toronto Maple Leafs,3.0,Ottawa Senators,5.0,19679.0,2:25,2024
2024-02-10,Seattle Kraken,2.0,Philadelphia Flyers,3.0,18926.0,2:35,2024
