commence_date,commence_hour,home_team,away_team,bookmaker_key,bookmaker_title,market_key,outcome_name,outcome_price,outcome_point
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,draftkings,DraftKings,spreads,Los Angeles Kings,150,-1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,draftkings,DraftKings,spreads,New York Islanders,-180,1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,draftkings,DraftKings,totals,Over,100,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,draftkings,DraftKings,totals,Under,-120,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,bovada,Bovada,h2h,Los Angeles Kings,-155,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,bovada,Bovada,h2h,New York Islanders,133,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,bovada,Bovada,spreads,Los Angeles Kings,155,-1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,bovada,Bovada,spreads,New York Islanders,-180,1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,bovada,Bovada,totals,Over,100,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,bovada,Bovada,totals,Under,-120,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,wynnbet,WynnBET,h2h,Los Angeles Kings,-155,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,wynnbet,WynnBET,h2h,New York Islanders,140,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,wynnbet,WynnBET,spreads,Los Angeles Kings,155,-1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,wynnbet,WynnBET,spreads,New York Islanders,-182,1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,williamhill_us,Caesars,h2h,Los Angeles Kings,-155,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,williamhill_us,Caesars,h2h,New York Islanders,130,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,williamhill_us,Caesars,spreads,Los Angeles Kings,158,-1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,williamhill_us,Caesars,spreads,New York Islanders,-190,1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,williamhill_us,Caesars,totals,Over,-105,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,williamhill_us,Caesars,totals,Under,-115,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,betonlineag,BetOnline.ag,h2h,Los Angeles Kings,-144,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,betonlineag,BetOnline.ag,h2h,New York Islanders,128,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,betonlineag,BetOnline.ag,spreads,Los Angeles Kings,165,-1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,betonlineag,BetOnline.ag,spreads,New York Islanders,-190,1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,betonlineag,BetOnline.ag,totals,Over,104,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,betonlineag,BetOnline.ag,totals,Under,-120,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,lowvig,LowVig.ag,h2h,Los Angeles Kings,-144,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,lowvig,LowVig.ag,h2h,New York Islanders,128,
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,lowvig,LowVig.ag,spreads,Los Angeles Kings,167,-1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,lowvig,LowVig.ag,spreads,New York Islanders,-188,1.5
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,lowvig,LowVig.ag,totals,Over,104,6.0
03/11/2024,10:30 PM,Los Angeles Kings,New York Islanders,lowvig,LowVig.ag,totals,Under,-120,6.0
03/12/2024,07:00 PM,Buffalo Sabres,Detroit Red Wings,unibet_us,Unibet,h2h,Buffalo Sabres,-112,
03/12/2024,07:00 PM,Buffalo Sabres,Detroit Red Wings,unibet_us,Unibet,h2h,Detroit Red Wings,-109,
03/12/2024,07:00 PM,Buffalo Sabres,Detroit Red Wings,betrivers,BetRivers,h2h,Buffalo Sabres,-112,
03/12/2024,07:00 PM,Buffalo Sabres,Detroit Red Wings,betrivers,BetRivers,h2h,Detroit Red Wings,-109,
